wr_lookback,wr_entry,wr_exit,cci_lookback,cci_entry,cci_exit,IS_calmar,IS_sharpe,IS_cagr,IS_profit_factor,IS_trades
2,-90,-30,5,-80.0,0.0,2.046327772368488,1.2856801982694073,0.666491398286261,3.351914671565804,70.0
