period,start,end,wr_lookback,wr_entry,wr_exit,cci_lookback,cci_entry,cci_exit,trades,win_rate,profit_factor,avg_trade,median_trade,avg_hold_days,total_return,cagr,sharpe,max_drawdown,calmar,exposure,ending_equity,bh_total_return,bh_cagr,bh_sharpe,bh_max_drawdown,bh_calmar,bh_ending_equity,selected_on
IS,2016-09-06,2022-09-02,2,-80.0,-30.0,5,-80.0,0.0,106,0.7358490566037735,2.8928721403322584,0.04090798060431497,0.05927116367812901,3.9056603773584904,36.59845441119064,0.8326035090923238,1.3829921305324286,-0.3257011937607833,2.5563415948172525,0.18609271523178808,3759845.4411190636,3.429392012559359,0.28217018581360476,0.7464359920131073,-0.8410741197424304,0.33548789481242897,442939.2012559359,IS_CALMAR
Validation,2022-09-06,2024-08-30,2,-80.0,-30.0,5,-80.0,0.0,39,0.7435897435897436,3.340141613017783,0.036128588880764236,0.04589371980676327,3.8974358974358974,2.6054346226909706,0.909760768465854,1.5932779396497296,-0.2582510238496748,3.5227770055053726,0.212,360543.46226909704,2.1231884057971016,0.7763122814610417,1.072556786239694,-0.6177285318559557,1.2567207785086818,312318.84057971014,IS_CALMAR
OOS,2024-09-03,2026-09-03,2,-80.0,-30.0,5,-80.0,0.0,32,0.6875,2.511759669318201,0.031606280639570855,0.04410483963130374,4.71875,1.4176615516503102,0.5553532885658397,0.9505268076572276,-0.42165677067197194,1.317074282195926,0.19284294234592445,241766.155165031,2.5497173262387762,0.8848869504168642,1.1347833442203932,-0.7978931896129349,1.1090293311641508,354971.73262387764,IS_CALMAR
