exit_mode,trades,win_rate,profit_factor,avg_trade,median_trade,avg_hold_days,total_return,cagr,sharpe,max_drawdown,calmar,exposure,ending_equity,period,start,end,execution
A_original,70,0.7142857142857143,2.530938791658363,0.04046278307869341,0.04065464839555033,3.9285714285714284,7.330739796133987,0.42482982304548633,0.9601513107685758,-0.4884931582236043,0.8696740494593037,0.12781456953642384,833073.9796133987,IS,2016-09-06,2022-09-02,next_open
B_plus_CCI_exit,70,0.7142857142857143,2.530938791658363,0.04046278307869341,0.04065464839555033,3.9285714285714284,7.330739796133987,0.42482982304548633,0.9601513107685758,-0.4884931582236043,0.8696740494593037,0.12781456953642384,833073.9796133987,IS,2016-09-06,2022-09-02,next_open
A_original,27,0.6666666666666666,2.6802044294614777,0.02986460691978676,0.010132158590308471,4.111111111111111,0.9947496505163627,0.41674074070254497,1.0329217125833705,-0.3197632613188608,1.3032789914129015,0.166,199474.96505163627,Validation,2022-09-06,2024-08-30,next_open
B_plus_CCI_exit,27,0.6666666666666666,2.574922819723221,0.027993290646847763,0.010132158590308471,4.037037037037037,0.9006771196658487,0.3826306468580185,0.9761163540976163,-0.3197632613188608,1.1966060305985802,0.162,190067.71196658487,Validation,2022-09-06,2024-08-30,next_open
A_original,17,0.8235294117647058,3.7153020078219283,0.05992255325570892,0.07496529384544193,4.235294117647059,1.4309420174780216,0.5596222226328684,1.0059908321251583,-0.397970624777502,1.4061897732922948,0.09343936381709742,243094.20174780217,OOS,2024-09-03,2026-09-03,next_open
B_plus_CCI_exit,17,0.8235294117647058,3.7153020078219283,0.05992255325570892,0.07496529384544193,4.235294117647059,1.4309420174780216,0.5596222226328684,1.0059908321251583,-0.397970624777502,1.4061897732922948,0.09343936381709742,243094.20174780217,OOS,2024-09-03,2026-09-03,next_open
