trades,win_rate,profit_factor,avg_trade,median_trade,total_return,cagr,sharpe,max_drawdown,calmar,exposure,ending_equity,family,param
20,0.8,4.146398582881059,0.096587015116542,0.10276170715999788,3.0528362707521106,0.26328575414108135,0.8002090633368175,-0.45911426095451235,0.5734645523615458,0.031788079470198675,405283.6270752111,ATRpct20_min,0.12
3,1.0,inf,0.031062321382861358,0.018625996667971156,0.09520747420515274,0.015304422441661192,0.39164083888153206,-0.03314641568925891,0.46172179173570754,0.003973509933774834,109520.74742051528,ATRpct20_max,0.04
12,0.8333333333333334,3.063039878317328,0.022598158653381734,0.019605361870110638,0.28776616398893795,0.04314296935871886,0.4475990350883669,-0.15316124725001967,0.28168332481840197,0.02185430463576159,128776.6163988938,ATRpct20_max,0.05
19,0.6842105263157895,1.1029819139076211,0.0027362918622303094,0.018625996667971156,0.0033297525802880035,0.000555331004337356,0.08786495152863402,-0.2309975054261334,0.0024040562832611865,0.03774834437086093,100332.97525802879,ATRpct20_max,0.06
26,0.7692307692307693,2.272500044789551,0.024708109607780603,0.020737697524337184,0.7545850961412166,0.09844793165330268,0.5823809706356707,-0.2112009353866996,0.46613397555767855,0.04768211920529802,175458.50961412166,ATRpct20_max,0.07
29,0.7241379310344828,1.7826511169635295,0.019007973685667832,0.02058472707225012,0.5759649410439787,0.07892727243190367,0.46249540813374657,-0.31053028400349325,0.25416932420998845,0.05364238410596026,157596.49410439786,ATRpct20_max,0.08
43,0.7441860465116279,1.88548112906729,0.021555007578608964,0.02089066797642425,1.1189738288346223,0.1336163616604098,0.6017779290324685,-0.27941241400333694,0.47820481468949355,0.07483443708609272,211897.3828834622,ATRpct20_max,0.1
55,0.6909090909090909,1.9715434142778907,0.023183610143519315,0.02058472707225012,1.8763013355381966,0.1929706188846747,0.6906021961027627,-0.4181529182873529,0.4614833723390784,0.10132450331125828,287630.1335538197,ATRpct20_max,0.12
62,0.7096774193548387,2.1613387246395557,0.029121290437231516,0.030038342139578234,2.6894914501923433,0.24362330228956064,0.7541984543397378,-0.4262534097465359,0.5715456972753061,0.11390728476821192,368949.14501923433,ATRpct20_max,0.15
71,0.7183098591549296,2.56608440885869,0.04080870191112186,0.04212328048836844,7.872429658021607,0.4398996018604764,0.9802154480672237,-0.4884931582236043,0.9005235681501919,0.12847682119205298,887242.9658021608,ATRpct30_min,0.03
68,0.7058823529411765,2.5157158876656687,0.04123868928736866,0.04362563129968766,7.101140529981114,0.4181949472826334,0.9511192703582494,-0.4884931582236043,0.8560917184662137,0.12450331125827814,810114.0529981114,ATRpct30_min,0.04
61,0.7049180327868853,2.66567653913879,0.046929957246793975,0.058442073844793274,7.62753256582238,0.43318432638028304,0.9804487880985342,-0.4884931582236043,0.8867766499648619,0.11059602649006622,862753.256582238,ATRpct30_min,0.05
55,0.7090909090909091,2.6372084677301775,0.047027986564415876,0.058442073844793274,5.776787717897853,0.37654041865779675,0.8998574816059297,-0.4884931582236043,0.7708202506399037,0.10066225165562914,677678.7717897852,ATRpct30_min,0.06
47,0.7021276595744681,2.659790533894816,0.0487631167353826,0.051122375090514094,4.2258135766831595,0.3180703761445274,0.8295488730553693,-0.5088395887713572,0.6250896808413421,0.08079470198675497,522581.357668316,ATRpct30_min,0.07
39,0.717948717948718,2.7707226246104972,0.05531865302699828,0.06753962784286704,3.6442576382177307,0.29235380739490924,0.7910922468131527,-0.508839588771357,0.574550042579875,0.0728476821192053,464425.7638217731,ATRpct30_min,0.08
28,0.7142857142857143,2.882207735146601,0.06781125529537528,0.08746864856040626,2.6494154055753554,0.24135697796297073,0.7139545357252429,-0.45911426095451235,0.5257013307780558,0.054304635761589407,364941.54055753554,ATRpct30_min,0.1
