trades,win_rate,profit_factor,avg_trade,total_return,annualized_return,sharpe,max_drawdown,calmar,exposure,ending_equity,family,param
38,0.7894736842105263,2.199243823849057,0.007448820060811364,0.3014752650757,22.75476363683616,3.8001702274316638,-0.12035673720079099,189.06098791025232,0.2619047619047619,130147.52650757,RVOL5_min,0.5
33,0.7878787878787878,2.2748265753504717,0.008596938003142408,0.30232129863307167,22.941073655732183,3.836623035271851,-0.12035673720079099,190.60896954575645,0.22344322344322345,130232.12986330717,RVOL5_min,0.75
22,0.7272727272727273,2.7802125855290427,0.013108875728973164,0.30991815683978285,24.675059950538714,4.152298513806726,-0.10747286616741958,229.59339255082566,0.14652014652014653,130991.81568397829,RVOL5_min,1
18,0.7222222222222222,2.6293124526275986,0.014006939526398433,0.26405560162179076,15.727646946554124,3.694979709125434,-0.10725539266462525,146.63735366418908,0.11538461538461539,126405.56016217908,RVOL5_min,1.25
16,0.75,4.3365030724033575,0.019176085054666378,0.33799362596854543,32.1308702294015,4.6662337027302545,-0.09994207072975714,321.49494196776465,0.08791208791208792,133799.36259685454,RVOL5_min,1.5
13,0.7692307692307693,4.151710015441275,0.015299487587588487,0.21143521973382096,9.03313094591012,5.3137586903054865,-0.06312292107650452,143.1038169948129,0.0641025641025641,121143.52197338208,RVOL5_min,2
32,0.71875,1.9246466422937571,0.006776924946547046,0.2185267750637534,9.762443010452417,2.9736475098489885,-0.12035673720079099,81.11255952515351,0.21978021978021978,121852.67750637533,RVOL10_min,0.5
25,0.8,3.084072377090939,0.012899835454753053,0.3553934894812396,37.698363924069284,4.606946921911445,-0.10725539266462525,351.48222376051103,0.15567765567765568,135539.34894812395,RVOL10_min,0.75
20,0.75,2.8439845368117234,0.014267197103768281,0.3062502602634041,23.823978665854202,4.128408253781324,-0.10725539266462525,222.12383055040343,0.13186813186813187,130625.0260263404,RVOL10_min,1
19,0.7368421052631579,2.8068610154841562,0.014869852718389686,0.30248805969016423,22.977954767245276,4.0913979238714555,-0.10786038680939392,213.03423292789498,0.12454212454212454,130248.80596901642,RVOL10_min,1.25
17,0.7058823529411765,2.8059826693063505,0.015464302311515809,0.277845251708138,18.058277131160605,3.8338463380751366,-0.10725539266462525,168.3670786384296,0.10989010989010989,127784.5251708138,RVOL10_min,1.5
16,0.6875,1.9562318748587513,0.008241562077069081,0.13035442145733,3.3626196130345436,2.933901491887728,-0.09928706956333133,33.86764890759174,0.10256410256410256,113035.442145733,RVOL10_min,2
27,0.7037037037037037,2.588762752365523,0.010796006112549128,0.3138052045950299,25.606122855475824,4.141713451812803,-0.10725539266462525,238.73972412317858,0.18315018315018314,131380.520459503,RVOL20_min,0.5
20,0.65,2.584637373746871,0.012484029247374412,0.2610691300436643,15.258663390908314,3.613590516119194,-0.10725539266462525,142.26476647771293,0.13553113553113552,126106.91300436642,RVOL20_min,0.75
18,0.7222222222222222,2.9747187987372947,0.01512861099669316,0.28995144499776027,20.345926173142345,3.9516954169553244,-0.10725539266462525,189.69606718761094,0.11904761904761904,128995.14449977603,RVOL20_min,1
18,0.7777777777777778,3.239191139481045,0.015862463629900965,0.30716973179627116,24.034863857915003,4.141383976784045,-0.10725539266462525,224.090027184639,0.11721611721611722,130716.97317962712,RVOL20_min,1.25
17,0.7647058823529411,3.2890023435060938,0.017169169708168744,0.3153620789479139,25.987644987547473,4.244777720829398,-0.10725539266462525,242.29686118261412,0.10622710622710622,131536.20789479138,RVOL20_min,1.5
14,0.7142857142857143,1.5676389338066137,0.005170066359675992,0.06694996684650434,1.1794571593691292,1.8666767083276556,-0.09928706956333133,11.879262471502392,0.08974358974358974,106694.99668465042,RVOL20_min,2
26,0.7307692307692307,2.6446960035484914,0.01123064153343707,0.3145855972769722,25.796740609821647,4.168348120997311,-0.10997061985853918,234.57847780621145,0.1794871794871795,131458.55972769723,RVOL30_min,0.5
25,0.84,3.939502625007488,0.015707324074345826,0.4534593291424822,88.62113690320813,5.603826997467039,-0.10338887802971064,857.1631551871687,0.1446886446886447,145345.93291424823,RVOL30_min,0.75
18,0.8333333333333334,3.0450798899049847,0.013997424879408502,0.26590921642182064,16.02493554048397,3.8597535969300814,-0.10338887802971064,154.99670608553194,0.11172161172161173,126590.92164218207,RVOL30_min,1
16,0.8125,3.0251675378770324,0.015593777997146306,0.2626948579030337,15.512444327199145,3.84434695672184,-0.10338887802971064,150.03977819298288,0.09523809523809523,126269.48579030337,RVOL30_min,1.25
14,0.7857142857142857,2.7735929294512607,0.015607605723983826,0.2244885715733167,10.412832709642922,3.3999438994484907,-0.10338887802971064,100.71521142390779,0.09157509157509157,122448.85715733167,RVOL30_min,1.5
9,0.7777777777777778,3.464158703411427,0.01609756002431874,0.14871083751861347,4.294858541172008,4.510530625014676,-0.0876302414641078,49.01114580325704,0.04395604395604396,114871.08375186134,RVOL30_min,2
27,0.7407407407407407,2.7576895306915326,0.01155768032276988,0.34106611285303434,33.0571659255297,4.443207488130608,-0.10338887802971064,319.73618976724106,0.1794871794871795,134106.61128530343,RVOL50_min,0.5
19,0.6842105263157895,2.813220705613402,0.01389343077786804,0.27921829479494664,18.3059282233027,3.831008748954444,-0.10338887802971064,177.05896970892908,0.12454212454212454,127921.82947949466,RVOL50_min,0.75
18,0.8333333333333334,3.0689259789871377,0.014160637985284101,0.269602850740293,16.63182483137756,3.9030398345408344,-0.10338887802971064,160.86667297616006,0.10989010989010989,126960.28507402929,RVOL50_min,1
16,0.8125,2.9177971026535103,0.01476702628450146,0.24626063715545787,13.106253605310101,3.6367449020557836,-0.10338887802971064,126.76657156047081,0.10256410256410256,124626.06371554578,RVOL50_min,1.25
15,0.8,2.94550575875422,0.015979074956460924,0.25042280385984705,13.683164206041138,3.701349476407652,-0.10338887802971064,132.3465779569543,0.09340659340659341,125042.2803859847,RVOL50_min,1.5
11,0.7272727272727273,1.7004991947894421,0.007845584921775995,0.08099199145109348,1.5504360175637673,2.244234612724195,-0.09538604378420623,16.254327740768343,0.07509157509157509,108099.19914510935,RVOL50_min,2
41,0.7804878048780488,2.4165227663388076,0.008374397722341866,0.37948008156982316,46.82571942478142,4.424043401459464,-0.12035673720079088,389.05773381561664,0.2765567765567766,137948.0081569823,ATRpct5_min,0.005
36,0.75,2.6627554203815413,0.010085600502475906,0.4074704370090825,59.88912967145833,4.686476613261275,-0.12035673720079088,497.5968197903656,0.23809523809523808,140747.04370090825,ATRpct5_min,0.01
21,0.7142857142857143,2.317580854758333,0.011584744512886005,0.2506984242767003,13.722120637553282,3.284052589002571,-0.12035673720079088,114.01206909307203,0.15934065934065933,125069.84242767002,ATRpct5_min,0.015
