lookback,entry_thr,exit_thr,IS_calmar,IS_sharpe,IS_cagr,IS_profit_factor,IS_trades
2,-80.0,-35.0,3.0732116415504773,1.432447418002224,1.0502807906603593,2.3274645951478705,190.0
