date,equity,pos
2020-09-28,520780.59061731066,False
2020-09-29,520780.59061731066,False
2020-09-30,520780.59061731066,False
2020-10-01,520780.59061731066,False
2020-10-02,520780.59061731066,False
2020-10-05,520780.59061731066,False
2020-10-06,520780.59061731066,False
2020-10-07,520780.59061731066,False
2020-10-08,520780.59061731066,False
2020-10-09,520780.59061731066,False
2020-10-12,520780.59061731066,False
2020-10-13,520780.59061731066,False
2020-10-14,520780.59061731066,False
2020-10-15,520780.59061731066,False
2020-10-16,520780.59061731066,False
2020-10-19,520780.59061731066,False
2020-10-20,520780.59061731066,False
2020-10-21,520780.59061731066,False
2020-10-22,518985.3416990315,True
2020-10-23,511381.93451573094,True
2020-10-26,478715.4531951242,True
2020-10-27,473769.7008295811,True
2020-10-28,426618.01600536343,True
2020-10-29,460586.9504161819,True
2020-10-30,446048.945473798,False
2020-11-02,446048.945473798,False
2020-11-03,446048.945473798,False
2020-11-04,446048.945473798,False
2020-11-05,446048.945473798,False
2020-11-06,446048.945473798,False
2020-11-09,446048.945473798,False
2020-11-10,446048.945473798,False
2020-11-11,446048.945473798,False
2020-11-12,446048.945473798,False
2020-11-13,446048.945473798,False
2020-11-16,446048.945473798,False
2020-11-17,446048.945473798,False
2020-11-18,446048.945473798,False
2020-11-19,446048.945473798,False
2020-11-20,446048.945473798,False
2020-11-23,446048.945473798,False
2020-11-24,446048.945473798,False
2020-11-25,446048.945473798,False
2020-11-27,446048.945473798,False
2020-11-30,446048.945473798,False
2020-12-01,446048.945473798,False
2020-12-02,446048.945473798,False
2020-12-03,446048.945473798,False
2020-12-04,446048.945473798,False
2020-12-07,446048.945473798,False
2020-12-08,446048.945473798,False
2020-12-09,446048.945473798,False
2020-12-10,446048.945473798,False
2020-12-11,446048.945473798,False
2020-12-14,446048.945473798,False
2020-12-15,446048.945473798,False
2020-12-16,446048.945473798,False
2020-12-17,446048.945473798,False
2020-12-18,446048.945473798,False
2020-12-21,446048.945473798,False
2020-12-22,446048.945473798,False
2020-12-23,446048.945473798,False
2020-12-24,446048.945473798,False
2020-12-28,446048.945473798,False
2020-12-29,446048.945473798,False
2020-12-30,446048.945473798,False
2020-12-31,446048.945473798,False
2021-01-04,446048.945473798,False
2021-01-05,446048.945473798,False
2021-01-06,446048.945473798,False
2021-01-07,446048.945473798,False
2021-01-08,446048.945473798,False
2021-01-11,446048.945473798,False
2021-01-12,446048.945473798,False
2021-01-13,446048.945473798,False
2021-01-14,446048.945473798,False
2021-01-15,446048.945473798,False
2021-01-19,446048.945473798,False
2021-01-20,446048.945473798,False
2021-01-21,446048.945473798,False
2021-01-22,446048.945473798,False
2021-01-25,446048.945473798,False
2021-01-26,446048.945473798,False
2021-01-27,446048.945473798,False
2021-01-28,447748.1429218597,True
2021-01-29,425658.52512100653,True
2021-02-01,475963.3870850349,True
2021-02-02,498707.20603488194,False
2021-02-03,498707.20603488194,False
2021-02-04,498707.20603488194,False
2021-02-05,498707.20603488194,False
2021-02-08,498707.20603488194,False
2021-02-09,498707.20603488194,False
2021-02-10,498707.20603488194,False
2021-02-11,498707.20603488194,False
2021-02-12,498707.20603488194,False
2021-02-16,498707.20603488194,False
2021-02-17,498707.20603488194,False
2021-02-18,498707.20603488194,False
2021-02-19,498707.20603488194,False
2021-02-22,498707.20603488194,False
2021-02-23,498707.20603488194,False
2021-02-24,498707.20603488194,False
2021-02-25,498707.20603488194,False
2021-02-26,498707.20603488194,False
2021-03-01,498707.20603488194,False
2021-03-02,498707.20603488194,False
2021-03-03,498707.20603488194,False
2021-03-04,498707.20603488194,False
2021-03-05,498707.20603488194,False
2021-03-08,498707.20603488194,False
2021-03-09,498707.20603488194,False
2021-03-10,498707.20603488194,False
2021-03-11,498707.20603488194,False
2021-03-12,498707.20603488194,False
2021-03-15,498707.20603488194,False
2021-03-16,498707.20603488194,False
2021-03-17,498707.20603488194,False
2021-03-18,498707.20603488194,False
2021-03-19,498707.20603488194,False
2021-03-22,498707.20603488194,False
2021-03-23,498707.20603488194,False
2021-03-24,498707.20603488194,False
2021-03-25,529019.8328485121,True
2021-03-26,607703.6726626155,True
2021-03-29,586644.4588959761,False
2021-03-30,586644.4588959761,False
2021-03-31,586644.4588959761,False
2021-04-01,586644.4588959761,False
2021-04-05,586644.4588959761,False
2021-04-06,586644.4588959761,False
2021-04-07,586644.4588959761,False
2021-04-08,586644.4588959761,False
2021-04-09,586644.4588959761,False
2021-04-12,586644.4588959761,False
2021-04-13,586644.4588959761,False
2021-04-14,586644.4588959761,False
2021-04-15,586644.4588959761,False
2021-04-16,586644.4588959761,False
2021-04-19,586644.4588959761,False
2021-04-20,586644.4588959761,False
2021-04-21,586644.4588959761,False
2021-04-22,586644.4588959761,False
2021-04-23,586644.4588959761,False
2021-04-26,586644.4588959761,False
2021-04-27,586644.4588959761,False
2021-04-28,586644.4588959761,False
2021-04-29,586644.4588959761,False
2021-04-30,586644.4588959761,False
2021-05-03,553828.4512535979,True
2021-05-04,528322.1704320336,True
2021-05-05,537342.6843811234,True
2021-05-06,531899.2707911555,False
2021-05-07,531899.2707911555,False
2021-05-10,531899.2707911555,False
2021-05-11,588534.9960407995,True
2021-05-12,515586.71562216413,True
2021-05-13,537581.1720297929,True
2021-05-14,585235.8275796552,True
2021-05-17,567823.5495902825,False
2021-05-18,567823.5495902825,False
2021-05-19,567823.5495902825,False
2021-05-20,567823.5495902825,False
2021-05-21,567823.5495902825,False
2021-05-24,567823.5495902825,False
2021-05-25,567823.5495902825,False
2021-05-26,567823.5495902825,False
2021-05-27,567823.5495902825,False
2021-05-28,567823.5495902825,False
2021-06-01,567823.5495902825,False
2021-06-02,567823.5495902825,False
2021-06-03,567823.5495902825,False
2021-06-04,567823.5495902825,False
2021-06-07,567823.5495902825,False
2021-06-08,567823.5495902825,False
2021-06-09,567823.5495902825,False
2021-06-10,567823.5495902825,False
2021-06-11,567823.5495902825,False
2021-06-14,567823.5495902825,False
2021-06-15,567823.5495902825,False
2021-06-16,567823.5495902825,False
2021-06-17,567823.5495902825,False
2021-06-18,567823.5495902825,False
2021-06-21,567823.5495902825,False
2021-06-22,567823.5495902825,False
2021-06-23,567823.5495902825,False
2021-06-24,567823.5495902825,False
2021-06-25,567823.5495902825,False
2021-06-28,567823.5495902825,False
2021-06-29,567823.5495902825,False
2021-06-30,567823.5495902825,False
2021-07-01,567823.5495902825,False
2021-07-02,567823.5495902825,False
2021-07-06,567823.5495902825,False
2021-07-07,567823.5495902825,False
2021-07-08,567823.5495902825,False
2021-07-09,567823.5495902825,False
2021-07-12,567823.5495902825,False
2021-07-13,567823.5495902825,False
2021-07-14,567823.5495902825,False
2021-07-15,567823.5495902825,False
2021-07-16,567823.5495902825,False
2021-07-19,594110.1836667426,True
2021-07-20,618300.3377248348,True
2021-07-21,623622.171617615,False
2021-07-22,623622.171617615,False
2021-07-23,623622.171617615,False
2021-07-26,623622.171617615,False
2021-07-27,623622.171617615,False
2021-07-28,623622.171617615,False
2021-07-29,623622.171617615,False
2021-07-30,623622.171617615,False
2021-08-02,623622.171617615,False
2021-08-03,623622.171617615,False
2021-08-04,623622.171617615,False
2021-08-05,623622.171617615,False
2021-08-06,623622.171617615,False
2021-08-09,623622.171617615,False
2021-08-10,623622.171617615,False
2021-08-11,623622.171617615,False
2021-08-12,623622.171617615,False
2021-08-13,623622.171617615,False
2021-08-16,623622.171617615,False
2021-08-17,623622.171617615,False
2021-08-18,623622.171617615,False
2021-08-19,623622.171617615,False
2021-08-20,623622.171617615,False
2021-08-23,623622.171617615,False
2021-08-24,623622.171617615,False
2021-08-25,623622.171617615,False
2021-08-26,623622.171617615,False
2021-08-27,623622.171617615,False
2021-08-30,623622.171617615,False
2021-08-31,623622.171617615,False
2021-09-01,623622.171617615,False
2021-09-02,623622.171617615,False
2021-09-03,623622.171617615,False
2021-09-07,623622.171617615,False
2021-09-08,623622.171617615,False
2021-09-09,623622.171617615,False
2021-09-10,623622.171617615,False
2021-09-13,623622.171617615,False
2021-09-14,623622.171617615,False
2021-09-15,623622.171617615,False
2021-09-16,623622.171617615,False
2021-09-17,623622.171617615,False
2021-09-20,623622.171617615,False
2021-09-21,623622.171617615,False
2021-09-22,623622.171617615,False
2021-09-23,623622.171617615,False
2021-09-24,623622.171617615,False
2021-09-27,623622.171617615,False
2021-09-28,623622.171617615,False
2021-09-29,623622.171617615,False
2021-09-30,623622.171617615,False
2021-10-01,623622.171617615,False
2021-10-04,623622.171617615,False
2021-10-05,623622.171617615,False
2021-10-06,623622.171617615,False
2021-10-07,623622.171617615,False
2021-10-08,623622.171617615,False
2021-10-11,623622.171617615,False
2021-10-12,623622.171617615,False
2021-10-13,623622.171617615,False
2021-10-14,623622.171617615,False
2021-10-15,623622.171617615,False
2021-10-18,623622.171617615,False
2021-10-19,623622.171617615,False
2021-10-20,623622.171617615,False
2021-10-21,623622.171617615,False
2021-10-22,623622.171617615,False
2021-10-25,623622.171617615,False
2021-10-26,623622.171617615,False
2021-10-27,623622.171617615,False
2021-10-28,623622.171617615,False
2021-10-29,623622.171617615,False
2021-11-01,623622.171617615,False
2021-11-02,623622.171617615,False
2021-11-03,623622.171617615,False
2021-11-04,623622.171617615,False
2021-11-05,623622.171617615,False
2021-11-08,623622.171617615,False
2021-11-09,623622.171617615,False
2021-11-10,623622.171617615,False
2021-11-11,623622.171617615,False
2021-11-12,623622.171617615,False
2021-11-15,623622.171617615,False
2021-11-16,623622.171617615,False
2021-11-17,623622.171617615,False
2021-11-18,623622.171617615,False
2021-11-19,623622.171617615,False
2021-11-22,623622.171617615,False
2021-11-23,623622.171617615,False
2021-11-24,623622.171617615,False
2021-11-26,623622.171617615,False
2021-11-29,623622.171617615,False
2021-11-30,623622.171617615,False
2021-12-01,623622.171617615,False
2021-12-02,623622.171617615,False
2021-12-03,623622.171617615,False
2021-12-06,623622.171617615,False
2021-12-07,623622.171617615,False
2021-12-08,623622.171617615,False
2021-12-09,623622.171617615,False
2021-12-10,623622.171617615,False
2021-12-13,623622.171617615,False
2021-12-14,639420.5999652613,True
2021-12-15,708019.038843199,True
2021-12-16,717269.4343888604,False
2021-12-17,717269.4343888604,False
2021-12-20,717269.4343888604,False
2021-12-21,717269.4343888604,False
2021-12-22,717269.4343888604,False
2021-12-23,717269.4343888604,False
2021-12-27,717269.4343888604,False
2021-12-28,717269.4343888604,False
2021-12-29,717269.4343888604,False
2021-12-30,717269.4343888604,False
2021-12-31,717269.4343888604,False
2022-01-03,748951.8641482524,True
2022-01-04,753937.9514546485,False
2022-01-05,753937.9514546485,False
2022-01-06,770996.5741612589,True
2022-01-07,702766.7888372537,True
2022-01-10,705825.3654207435,True
2022-01-11,744528.122957981,True
2022-01-12,764526.5083115686,False
2022-01-13,764526.5083115686,False
2022-01-14,764526.5083115686,False
2022-01-18,764526.5083115686,False
2022-01-19,764526.5083115686,False
2022-01-20,764526.5083115686,False
2022-01-21,738997.2065081528,True
2022-01-24,768415.0774604334,True
2022-01-25,706196.2803963599,False
2022-01-26,706196.2803963599,False
2022-01-27,706196.2803963599,False
2022-01-28,745806.9598576899,True
2022-01-31,865609.8482284775,True
2022-02-01,891046.1178825669,False
2022-02-02,891046.1178825669,False
2022-02-03,891046.1178825669,False
2022-02-04,891046.1178825669,False
2022-02-07,891046.1178825669,False
2022-02-08,891046.1178825669,False
2022-02-09,891046.1178825669,False
2022-02-10,891046.1178825669,False
2022-02-11,891046.1178825669,False
2022-02-14,887459.5171564989,True
2022-02-15,1031371.871289985,True
2022-02-16,987884.3374864082,False
2022-02-17,987884.3374864082,False
2022-02-18,987884.3374864082,False
2022-02-22,987884.3374864082,False
2022-02-23,987884.3374864082,False
2022-02-24,1240367.8226723403,True
2022-02-25,1242231.16942648,False
2022-02-28,1242231.16942648,False
2022-03-01,1242231.16942648,False
2022-03-02,1242231.16942648,False
2022-03-03,1242231.16942648,False
2022-03-04,1242231.16942648,False
2022-03-07,1242231.16942648,False
2022-03-08,1304614.8715648507,True
2022-03-09,1462458.1984518687,True
2022-03-10,1384583.2414200774,False
2022-03-11,1384583.2414200774,False
2022-03-14,1384583.2414200774,False
2022-03-15,1533505.0241527818,True
2022-03-16,1607965.9155191337,False
2022-03-17,1607965.9155191337,False
2022-03-18,1607965.9155191337,False
2022-03-21,1607965.9155191337,False
2022-03-22,1607965.9155191337,False
2022-03-23,1607965.9155191337,False
2022-03-24,1607965.9155191337,False
2022-03-25,1607965.9155191337,False
2022-03-28,1607965.9155191337,False
2022-03-29,1607965.9155191337,False
2022-03-30,1607965.9155191337,False
2022-03-31,1607965.9155191337,False
2022-04-01,1493552.1646836284,True
2022-04-04,1562282.7272358923,True
2022-04-05,1526476.9850679466,False
2022-04-06,1509653.5758321898,True
2022-04-07,1509653.5758321898,True
2022-04-08,1399806.6096457765,True
2022-04-11,1310741.5019270633,True
2022-04-12,1298371.348077242,True
2022-04-13,1386941.6496419625,True
2022-04-14,1412671.5696495909,False
2022-04-18,1412671.5696495909,False
2022-04-19,1412671.5696495909,False
2022-04-20,1412671.5696495909,False
2022-04-21,1412671.5696495909,False
2022-04-22,1412671.5696495909,False
2022-04-25,1517927.1323945164,True
2022-04-26,1326338.3552633035,True
2022-04-27,1297954.832725346,True
2022-04-28,1512605.2219186493,True
2022-04-29,1436915.828484096,False
2022-05-02,1436915.828484096,False
2022-05-03,1436915.828484096,False
2022-05-04,1436915.828484096,False
2022-05-05,1436915.828484096,False
2022-05-06,1436915.828484096,False
2022-05-09,1436915.828484096,False
2022-05-10,1412799.758635412,True
2022-05-11,1282840.9377841696,True
2022-05-12,1300258.0993415527,True
2022-05-13,1506584.474713628,True
2022-05-16,1464381.3524784308,False
2022-05-17,1464381.3524784308,False
2022-05-18,1464381.3524784308,False
2022-05-19,1464381.3524784308,False
2022-05-20,1464381.3524784308,False
2022-05-23,1464381.3524784308,False
2022-05-24,1464381.3524784308,False
2022-05-25,1464381.3524784308,False
2022-05-26,1464381.3524784308,False
2022-05-27,1464381.3524784308,False
2022-05-31,1464381.3524784308,False
2022-06-01,1464381.3524784308,False
2022-06-02,1464381.3524784308,False
2022-06-03,1464381.3524784308,False
2022-06-06,1464381.3524784308,False
2022-06-07,1464381.3524784308,False
2022-06-08,1464381.3524784308,False
2022-06-09,1464381.3524784308,False
2022-06-10,1464381.3524784308,False
2022-06-13,1464381.3524784308,False
2022-06-14,1464381.3524784308,False
2022-06-15,1464381.3524784308,False
2022-06-16,1464381.3524784308,False
2022-06-17,1464381.3524784308,False
2022-06-21,1464381.3524784308,False
2022-06-22,1464381.3524784308,False
2022-06-23,1464381.3524784308,False
