wr_lookback,wr_entry,wr_exit,cci_lookback,cci_entry,cci_exit,trades,win_rate,profit_factor,avg_trade,median_trade,avg_hold_days,total_return,cagr,sharpe,max_drawdown,calmar,exposure,ending_equity
2,-85,-40,10,-100,-50,67,0.7164179104477612,2.568279901044132,0.03921997399082627,0.05498174827282165,3.537313432835821,7.202520313373428,0.421143645281981,1.0903713665943795,-0.26268373636794684,1.6032345629958449,0.10993377483443709,820252.0313373429
2,-85,-40,10,-100,0,67,0.7164179104477612,2.568279901044132,0.03921997399082627,0.05498174827282165,3.537313432835821,7.202520313373428,0.421143645281981,1.0903713665943795,-0.26268373636794684,1.6032345629958449,0.10993377483443709,820252.0313373429
2,-85,-40,10,-100,50,67,0.7164179104477612,2.568279901044132,0.03921997399082627,0.05498174827282165,3.537313432835821,7.202520313373428,0.421143645281981,1.0903713665943795,-0.26268373636794684,1.6032345629958449,0.10993377483443709,820252.0313373429
2,-85,-40,10,-100,100,67,0.7164179104477612,2.568279901044132,0.03921997399082627,0.05498174827282165,3.537313432835821,7.202520313373428,0.421143645281981,1.0903713665943795,-0.26268373636794684,1.6032345629958449,0.10993377483443709,820252.0313373429
2,-95,-30,20,-80,-50,40,0.825,6.491651181141244,0.06797379224835316,0.06651451076281711,3.55,8.781388377766602,0.46354605722110676,1.1726817593337955,-0.2893675573999662,1.6019282236964443,0.06490066225165562,978138.8377766602
2,-95,-30,20,-80,0,40,0.825,6.491651181141244,0.06797379224835316,0.06651451076281711,3.55,8.781388377766602,0.46354605722110676,1.1726817593337955,-0.2893675573999662,1.6019282236964443,0.06490066225165562,978138.8377766602
2,-95,-30,20,-80,50,40,0.825,6.491651181141244,0.06797379224835316,0.06651451076281711,3.55,8.781388377766602,0.46354605722110676,1.1726817593337955,-0.2893675573999662,1.6019282236964443,0.06490066225165562,978138.8377766602
2,-95,-30,20,-80,100,40,0.825,6.491651181141244,0.06797379224835316,0.06651451076281711,3.55,8.781388377766602,0.46354605722110676,1.1726817593337955,-0.2893675573999662,1.6019282236964443,0.06490066225165562,978138.8377766602
2,-90,-40,10,-50,-50,75,0.7333333333333333,2.878199023296814,0.04208750791391347,0.04989775051124745,3.453333333333333,11.239381021028157,0.5193795398573435,1.1847929840899236,-0.3257011937607833,1.5946504029052178,0.12119205298013246,1223938.1021028156
2,-80,-40,3,-80,-50,141,0.723404255319149,2.145702024820408,0.024724705940322167,0.03429796355841375,2.8156028368794326,18.24312402239125,0.6386505705809087,1.2430324259496242,-0.40065864732319667,1.5940017140469518,0.17748344370860927,1924312.402239125
