wr_lookback,wr_entry,wr_exit,cci_lookback,cci_entry,cci_exit,IS_calmar,IS_sharpe,IS_cagr,IS_profit_factor,IS_trades
2,-80.0,-30.0,5,-80.0,0.0,2.501939994000215,1.365796084341943,0.8148848427637172,2.8667246491662666,105.0
