lookback,mode,trades,win_rate,profit_factor,avg_trade,median_trade,avg_hold_days,total_return,cagr,annualized_volatility,sharpe,max_drawdown,calmar,exposure,ending_equity
2,next_close,107,0.7289719626168224,1.544988590964779,0.0033897326812949093,0.005346195884617266,4.224299065420561,0.3543966817582669,0.05196872195896174,0.1107592505624204,0.5130315587988248,-0.2282938372174219,0.22763961827610746,0.20132450331125828,135439.6681758267
3,next_close,92,0.7282608695652174,1.5078410571713567,0.003370062171599845,0.005489225423591648,4.543478260869565,0.2908042341474002,0.04355357010928684,0.11377182449737283,0.4319297982827941,-0.28311712919843435,0.1538358708022944,0.18543046357615894,129080.42341474003
7,next_close,56,0.6964285714285714,1.503749646387748,0.0035418138008500755,0.008473071358475304,5.071428571428571,0.17095940502201734,0.026708471111932086,0.11168512200052132,0.29196028963041054,-0.22119021172305942,0.12074888352370833,0.12980132450331125,117095.94050220173
10,next_close,49,0.6938775510204082,1.5589856887052504,0.0039557584630223,0.009790267081763115,5.0,0.16818796613664388,0.026302233084357862,0.10920884556941747,0.29242792212135227,-0.22119021172305964,0.11891228314067294,0.11324503311258279,116818.7966136644
9,next_close,52,0.7115384615384616,1.5074616363795046,0.003714068518624547,0.009200002983365652,5.038461538461538,0.16507669479568232,0.02584522472826567,0.11072192198336735,0.28593988363790696,-0.22119021172305953,0.11684615031982111,0.1205298013245033,116507.66947956824
8,next_close,54,0.6851851851851852,1.4554834724743961,0.003324818121653935,0.008473071358475304,5.037037037037037,0.14927269323037362,0.023507986606173814,0.11103567315388875,0.26491841865199006,-0.22119021172305953,0.10627950677856808,0.12450331125827814,114927.26932303737
11,next_close,49,0.673469387755102,1.4211380787729397,0.003164916719783271,0.008609738884968188,5.040816326530612,0.12368660847504853,0.0196666979110367,0.10932561790446282,0.2329439552002196,-0.22119021172305964,0.08891305703735351,0.11258278145695365,112368.66084750486
4,next_close,78,0.6923076923076923,1.2613637898827996,0.002081722219973768,0.0059801101940714085,4.858974358974359,0.11500916766685187,0.018347386505525254,0.11327126905821704,0.21763382730163766,-0.2933830901769763,0.06253730061421615,0.17218543046357615,111500.91676668519
16,next_close,41,0.6829268292682927,1.407664095004938,0.003366624642340361,0.008609738884968188,5.390243902439025,0.10516434413918319,0.0168401907221849,0.10719755082772661,0.20952534296701425,-0.22119021172305942,0.07613443014046939,0.10066225165562914,110516.43441391831
15,next_close,41,0.6829268292682927,1.3761079291880987,0.0031571576100664052,0.008609738884968188,5.365853658536586,0.09554547672542624,0.015356746984474645,0.10759302560482424,0.19559091555288233,-0.22119021172305942,0.06942778735481304,0.10132450331125828,109554.54767254263
17,next_close,41,0.6829268292682927,1.3787328169698199,0.003153252001736797,0.00833640383198242,5.097560975609756,0.09545444799341563,0.015342656587991943,0.10624467691823596,0.19658805006142024,-0.22119021172305942,0.06936408473265387,0.09602649006622517,109545.44479934157
12,next_close,46,0.6521739130434783,1.3437213826347303,0.0027515827209496973,0.00808969625161049,5.173913043478261,0.09192596754472815,0.014795727720751772,0.10926844823786414,0.18921335883547885,-0.22119021172305964,0.06689142166596733,0.10927152317880795,109192.59675447282
14,next_close,42,0.6904761904761905,1.361653378465634,0.002988877175921585,0.008473071358475304,5.5,0.09126286863417987,0.014692780396412752,0.10777291734301428,0.18937888445551873,-0.22119021172305942,0.06642599725348067,0.10463576158940398,109126.28686341799
6,next_close,61,0.6721311475409836,1.2670875608699328,0.0021313077638295975,0.0076222652548307845,5.131147540983607,0.09069790516289067,0.01460502766018612,0.1147425983737875,0.1839648758430651,-0.22119021172305964,0.0660292675087824,0.14370860927152318,109069.79051628907
5,next_close,65,0.676923076923077,1.25638844276894,0.0020091239317474464,0.006582040432534075,5.061538461538461,0.09038556051065605,0.014556496591764168,0.11560399131993898,0.18304825423490256,-0.22907130154524513,0.06354570168139999,0.1509933774834437,109038.5560510656
13,next_close,44,0.6590909090909091,1.358034618958439,0.0028319977514723494,0.00808969625161049,5.340909090909091,0.09027226762067198,0.01453889065911862,0.10785698047613462,0.1879097918328476,-0.22119021172305964,0.06573026241017384,0.10728476821192053,109027.2267620672
18,next_close,40,0.675,1.3447079511682427,0.002941717123632645,0.007979334543406602,5.125,0.08287721130344528,0.01338637481939875,0.10619262893776464,0.17848326177183155,-0.2211902117230593,0.060519743234203914,0.09470198675496688,108287.72113034454
20,next_close,35,0.7142857142857143,1.376079752040647,0.0033206564331391686,0.008609738884968188,5.428571428571429,0.0820909112825976,0.013263445081499015,0.1051211529623413,0.1780702472264155,-0.24056326561913355,0.055134956068056,0.08675496688741721,108209.09112825975
19,next_close,38,0.6578947368421053,1.2916882276223587,0.0026202631167102203,0.008473071358475304,5.184210526315789,0.06372134802847396,0.010370163200715377,0.10577559826475938,0.15060889576614517,-0.24056326561913377,0.04310784181460896,0.0913907284768212,106372.13480284739
21,next_close,34,0.6764705882352942,1.279160767030237,0.002543479848797884,0.008473071358475304,5.5,0.05063015574747731,0.008282740029371682,0.10484100020029066,0.13129849482306533,-0.24673457163503754,0.033569434451298806,0.0847682119205298,105063.01557474773
22,next_close,32,0.6875,1.2281180358774466,0.002203036446511944,0.008473071358475304,5.5625,0.04559496175050626,0.007474093584429298,0.10461970762361517,0.12369079492590085,-0.24673457163503765,0.03029204028807423,0.08013245033112583,104559.49617505062
23,next_close,31,0.6774193548387096,1.19643823064568,0.001958287071181261,0.00833640383198242,5.612903225806452,0.043396814784367965,0.007120056169432898,0.10449523960872387,0.12035262021988795,-0.24673457163503743,0.028857148482478074,0.0781456953642384,104339.68147843679
24,next_close,30,0.6666666666666666,1.1371107754991248,0.001412415156494351,0.007979334543406602,5.633333333333334,0.024611138715429748,0.004068786934170898,0.10405958615387716,0.09128377727637381,-0.24673457163503743,0.016490542477319833,0.076158940397351,102461.11387154297
25,next_close,28,0.6428571428571429,1.1253374724476413,0.0014083111424311099,0.008473071358475304,5.464285714285714,0.018086987770686402,0.0029981935552922945,0.1035749067106018,0.08093100848394172,-0.25357122387828446,0.011823871452903676,0.06887417218543046,101808.69877706864
