rvol_n,rvol_thr,trades,win_rate,profit_factor,avg_trade,median_trade,avg_hold_days,total_return,cagr,sharpe,max_drawdown,calmar,exposure,ending_equity,period,start,end,execution
50,0.75,66,0.7424242424242424,3.240669206024037,0.04883237078900387,0.04362563129968766,3.742424242424242,11.894939925279843,0.5326771736054221,1.1272813747524741,-0.4884931582236042,1.0904496094530622,0.11456953642384106,1289493.9925279843,IS,2016-09-06,2022-09-02,next_open
50,0.75,22,0.7272727272727273,3.3973265974836733,0.034722595165712945,0.019687928034650026,4.045454545454546,0.9540826600095806,0.40209517189773014,1.0769019133180069,-0.3197632613188608,1.2574777047222125,0.134,195408.26600095807,Validation,2022-09-06,2024-08-30,next_open
50,0.75,13,0.7692307692307693,2.7918416063687603,0.05171033544080324,0.07496529384544193,4.461538461538462,0.7498445117378456,0.32307038607592475,0.7352086566520467,-0.397970624777502,0.8117945545768546,0.07952286282306163,174984.45117378456,OOS,2024-09-03,2026-09-03,next_open
