ticker,period,start,end,trades,win_rate,profit_factor,avg_trade,median_trade,avg_hold_days,total_return,cagr,annualized_volatility,sharpe,max_drawdown,calmar,exposure,ending_equity,bh_total_return,bh_cagr,bh_sharpe,bh_max_drawdown,bh_calmar,bh_ending_equity
SOXL,IS,2016-09-06,2022-09-02,119,0.5462184873949579,1.1235759212578893,0.0045496665925637775,0.011808118081180874,4.445378151260504,-0.2781675066201079,-0.05298354729679766,0.5938753218735352,0.2125320646214956,-0.7183257161115993,-0.07375978070728867,0.2370860927152318,72183.24933798921,3.429392012559359,0.28217018581360476,0.7464359920131073,-0.8410741197424304,0.33548789481242897,442939.2012559359
SOXL,Validation,2022-09-06,2024-08-30,41,0.5121951219512195,1.145768220899765,0.005925458981830793,0.00561797752808979,4.512195121951219,-0.042916624870093845,-0.021886235173923962,0.548352929725389,0.23546452461212758,-0.4388965134388475,-0.04986650498187068,0.26,95708.33751299062,2.1231884057971016,0.7763122814610417,1.072556786239694,-0.6177285318559557,1.2567207785086818,312318.84057971014
SOXL,OOS,2024-09-03,2026-09-03,28,0.6428571428571429,2.1034264613241933,0.035217503241032684,0.05432474558659095,4.571428571428571,1.062133118820387,0.4363688935535184,0.6853461425423659,0.8459334223269266,-0.5095470046094145,0.856385945960001,0.1749502982107356,206213.3118820387,2.5497173262387762,0.8848869504168642,1.1347833442203932,-0.7978931896129349,1.1090293311641508,354971.73262387764
SMH,IS,2016-09-06,2022-09-02,126,0.5476190476190477,0.8986574194613216,-0.0013091452564284781,0.004307988120772599,4.071428571428571,-0.2548654788955339,-0.047945159537517656,0.18501323576115086,-0.1713753425050962,-0.3970464398761371,-0.12075453831666308,0.23112582781456953,74513.45211044661,2.1134082397003744,0.2088576409162901,0.758993368816458,-0.3808756633813495,0.5483617384793962,311340.82397003745
SMH,Validation,2022-09-06,2024-08-30,43,0.5116279069767442,1.2793806675770154,0.0036702181501969584,0.00011543345261455507,3.9767441860465116,0.10944821094386525,0.05379467654866077,0.18759866594187674,0.37248893236662783,-0.22086792285526669,0.24356038601364524,0.246,110944.82109438653,1.3694403892944038,0.545271019838437,1.4768899197572356,-0.24816013083514066,2.19725472421142,236944.0389294404
SMH,OOS,2024-09-03,2026-09-03,33,0.5757575757575758,1.547006586825052,0.005240530568119737,0.006082605709800681,3.696969696969697,0.16909073724540047,0.08130284457752457,0.1990665974658445,0.48946845795342686,-0.178152045922634,0.4563677287929206,0.1610337972166998,116909.07372454004,1.4539277943070297,0.5669834302741985,1.3620137212255912,-0.32645880899801616,1.7367686662045134,245392.77943070297
SPMO,IS,2016-09-06,2022-09-02,156,0.5897435897435898,1.3094847046169262,0.0020049837794935952,0.0033243271797727125,3.58974358974359,0.2744469125410689,0.04133326860326125,0.1298599600286668,0.4052083574436367,-0.19065512869823398,0.21679599644383507,0.2727930535455861,127444.69125410689,0.9792194813688102,0.12077216849150063,0.669614604360124,-0.31312604086724016,0.3856982579826565,197921.94813688102
SPMO,Validation,2022-09-06,2024-08-30,44,0.75,2.357934353619123,0.005021478969770358,0.006572189007715723,4.045454545454546,0.239179804067704,0.11425666041231408,0.07948795117432683,1.3996333066336641,-0.07494054245989623,1.5246308161361057,0.23,123917.9804067704,0.6632500931792771,0.29261932873807317,1.630250109341712,-0.131601920558708,2.223518680394446,166325.0093179277
SPMO,OOS,2024-09-03,2026-09-03,30,0.7333333333333333,3.6236530908337574,0.012410580276522002,0.013847838746564589,4.633333333333334,0.43487572840862554,0.1980111172096941,0.1250188867323914,1.5082448502831276,-0.07245899604233441,2.7327333806006013,0.17693836978131214,143487.57284086256,0.7051474840948524,0.3060516278673797,1.2454659457638735,-0.2027890761185357,1.5092116090537553,170514.74840948524
VGT,IS,2016-09-06,2022-09-02,110,0.6636363636363637,1.6470771576415804,0.004931043451064637,0.006299084181964565,3.7181818181818183,0.5732021639321154,0.07861115369911631,0.1489950500243573,0.5825461060360071,-0.2331972097939986,0.3371016049830086,0.18675496688741722,157320.21639321154,1.86701860231272,0.1923267503557482,0.8268186380157445,-0.32209826217549875,0.5971058305522831,286701.860231272
VGT,Validation,2022-09-06,2024-08-30,46,0.6304347826086957,2.0412404677749856,0.006048285299126981,0.006160270780314003,3.869565217391304,0.29153291722247077,0.13776216243011907,0.12202130146485572,1.1177048338854956,-0.07765891575481043,1.7739387820591053,0.256,129153.29172224709,0.6897871463479259,0.30298293441627244,1.265537546352212,-0.1649827911624293,1.8364517431274323,168978.7146347926
VGT,OOS,2024-09-03,2026-09-03,24,0.6666666666666666,2.600101242466157,0.010223363915416955,0.012761841728194945,4.833333333333333,0.2687068150743135,0.12646067259081017,0.14212902588854112,0.9076620122073518,-0.09098938264809842,1.3898398792296134,0.1610337972166998,126870.68150743135,0.7624523865935227,0.32783154956284566,1.2079637033954838,-0.2740867632760776,1.1960867633459296,176245.23865935227
