entry_signal_date,entry_date,entry_price,exit_signal_date,exit_date,exit_price,return,exit_reason
1994-11-21,1994-11-22,45.837295626,1994-11-25,1994-11-28,45.444039374,-0.008579394718412181,close>prev_high+wr>-30
1994-12-30,1995-01-03,45.712270626,1995-01-04,1995-01-05,46.02204375,0.006776585799783241,close>prev_high+wr>-30
1995-01-19,1995-01-20,46.66558125,1995-01-23,1995-01-24,46.662545624,-6.50506415796892e-05,close>prev_high+wr>-30
1995-02-17,1995-02-21,48.462820626,1995-02-22,1995-02-23,48.974583124000006,0.010559899143085527,close>prev_high+wr>-30
1995-04-11,1995-04-12,50.713270626,1995-04-13,1995-04-17,51.255376874,0.010689632936473847,close>prev_high+wr>-30
1995-05-18,1995-05-19,51.994776876,1995-05-22,1995-05-23,52.755076874000004,0.014622622572517452,close>prev_high+wr>-30
1995-06-08,1995-06-09,53.276283126,1995-06-12,1995-06-13,53.598658124,0.006051003919278264,close>prev_high+wr>-30
1995-06-21,1995-06-22,54.651558126,1995-06-22,1995-06-23,54.989000000000004,0.006174423668251716,close>prev_high+wr>-30
1995-06-26,1995-06-27,54.35461875,1995-07-03,1995-07-05,54.754676874000005,0.007360149573305774,wr>-30
1995-07-18,1995-07-19,55.66738125,1995-07-20,1995-07-21,55.410795624,-0.004609263454439905,wr>-30
1995-08-21,1995-08-22,56.10496875,1995-08-25,1995-08-28,56.441839374000004,0.006004292159952573,close>prev_high+wr>-30
1995-10-16,1995-10-17,58.417931249999995,1995-10-17,1995-10-18,59.003826874000005,0.010029379874693989,close>prev_high+wr>-30
1995-10-20,1995-10-23,58.558589376,1995-10-24,1995-10-25,58.800737500000004,0.004135142710579798,wr>-30
1995-10-25,1995-10-26,58.386675,1995-10-27,1995-10-30,58.316464374000006,-0.0012025111209019723,wr>-30
1995-10-31,1995-11-01,58.29290625,1995-11-01,1995-11-02,58.675762500000005,0.006567801721157229,wr>-30
1995-11-06,1995-11-07,59.0118,1995-11-08,1995-11-09,59.566214374000005,0.009394974801649969,close>prev_high+wr>-30
1995-11-14,1995-11-15,59.152458126,1995-11-15,1995-11-16,59.659945624,0.008579313761044594,close>prev_high+wr>-30
1995-11-20,1995-11-21,59.9494875,1995-11-21,1995-11-22,60.3004375,0.005854095082964639,close>prev_high+wr>-30
1995-12-07,1995-12-08,62.231193749999996,1995-12-08,1995-12-11,62.26879375,0.0006041985977491837,wr>-30
1995-12-18,1995-12-19,60.668381249999996,1995-12-19,1995-12-20,61.440839374,0.012732466370198425,wr>-30
1996-01-09,1996-01-10,60.6996375,1996-01-16,1996-01-17,60.690989374000004,-0.00014247409632384134,close>prev_high+wr>-30
1996-02-14,1996-02-15,65.48184375,1996-02-21,1996-02-22,65.44003937400001,-0.0006384117124067501,close>prev_high+wr>-30
1996-02-26,1996-02-27,65.16928125,1996-03-01,1996-03-04,65.01824375,-0.0023176180111699196,wr>-30
1996-03-27,1996-03-28,64.528533126,1996-04-01,1996-04-02,65.502526874,0.015094001069234864,close>prev_high+wr>-30
1996-06-11,1996-06-12,67.5760125,1996-06-21,1996-06-24,66.95535625000001,-0.009184564567197517,wr>-30
1996-06-26,1996-06-27,66.41953124999999,1996-06-27,1996-06-28,67.14281875,0.010889680887352204,wr>-30
1996-07-05,1996-07-08,65.638125,1996-07-10,1996-07-11,65.5493875,-0.0013519200921721097,close>prev_high+wr>-30
1996-07-15,1996-07-16,62.85631875,1996-07-17,1996-07-18,63.73725,0.014014999088695523,close>prev_high+wr>-30
1996-07-23,1996-07-24,61.949887499999996,1996-07-25,1996-07-26,63.5497875,0.025825712758558383,close>prev_high+wr>-30
1996-07-29,1996-07-30,63.4501875,1996-07-30,1996-07-31,63.659145624000004,0.0032932625139998617,wr>-30
1996-09-05,1996-09-06,65.26304999999999,1996-09-06,1996-09-09,66.1742625,0.01396215009871593,close>prev_high+wr>-30
1996-10-09,1996-10-10,69.60766875,1996-10-11,1996-10-14,70.2984375,0.009923744932199163,close>prev_high+wr>-30
