trades,win_rate,profit_factor,avg_trade,median_trade,total_return,cagr,sharpe,max_drawdown,calmar,exposure,ending_equity,period,start,end,execution,bear_weight
71,0.7464788732394366,3.390027479005758,0.05290494377397881,0.06346153846153846,8.026382921566107,0.44404248867047325,1.1692154629902252,-0.3257011937607833,1.363343141433518,0.1291390728476821,902638.2921566106,IS,2016-09-06,2022-09-02,same_close,0.5
28,0.75,3.492966821579547,0.03638386124019185,0.0476569273567824,1.3195175373957566,0.5287591949047858,1.3346404866996064,-0.2582510238496748,2.04746214370314,0.162,231951.75373957568,Validation,2022-09-06,2024-08-30,same_close,0.5
18,0.7777777777777778,5.15987167519225,0.07408393823283835,0.09348662488107895,2.0429899950468347,0.7450817475911504,1.3674896821613705,-0.27226322090801736,2.7366228354540483,0.10337972166998012,304298.9995046835,OOS,2024-09-03,2026-09-03,same_close,0.5
