start,end,trades,win_rate,profit_factor,avg_trade,median_trade,avg_holding_days,total_return,cagr,sharpe,max_drawdown,calmar,exposure,ending_equity
2016-09-06,2026-09-04,98,0.7244897959183674,3.7729888076895612,0.04980088399542375,0.04193183905754949,3.8877551020408165,71.29798925994453,0.5347581889459725,1.1408071404333728,-0.45911426095451235,1.1647605714407436,0.10421638822593476,7229798.925994453
