wr_lookback,wr_entry,wr_exit,cci_lookback,cci_entry,cci_exit,IS_calmar,IS_sharpe,IS_cagr,IS_profit_factor,IS_trades
2,-80.0,-30.0,5,-80.0,0.0,2.5563415948172525,1.3829921305324286,0.8326035090923238,2.8928721403322584,106.0
