lookback,entry_thr,exit_thr,trades,win_rate,profit_factor,avg_trade,median_trade,avg_hold_days,total_return,cagr,annualized_volatility,sharpe,max_drawdown,calmar,exposure,ending_equity
2,-95,-20,82,0.7682926829268293,2.826303637105653,0.039120460444623334,0.04587304119707103,4.7560975609756095,12.475198236507103,0.5439855027866631,0.5081652324621374,1.1043754544506756,-0.47371356989876856,1.1483426639074568,0.176158940397351,1347519.8236507103
2,-90,-20,114,0.7192982456140351,2.127861669714447,0.029574404091079327,0.039842706787041604,5.0701754385964914,11.679129840145496,0.5283630519243638,0.5958968016971038,1.005730995981617,-0.46167072043666735,1.1444586553477252,0.2589403973509934,1267912.9840145495
2,-95,-25,83,0.7831325301204819,2.8806484293419614,0.03794952344528156,0.04578375581996896,4.433734939759036,12.01616217268831,0.5350741354320854,0.5013354992029073,1.1010928663919777,-0.47371356989876856,1.1295309432373437,0.16622516556291392,1301616.2172688309
2,-90,-25,115,0.7217391304347827,2.0943212636040553,0.029239951958146573,0.040440701053396255,4.834782608695652,11.247212049229452,0.5195418521253501,0.5900857195309974,1.0000642222745144,-0.46167072043666735,1.125351531138786,0.24900662251655628,1224721.2049229452
2,-85,-25,149,0.6912751677852349,1.8687676444871455,0.022361677173010238,0.034400873282837585,4.604026845637584,10.123039277054902,0.49530355444273266,0.6222563849720031,0.9546691074717245,-0.511170265027805,0.9689600282516251,0.3079470198675497,1112303.9277054903
2,-85,-20,145,0.6827586206896552,1.8150999543537563,0.021462519475280918,0.03429796355841375,4.917241379310345,8.175317777333355,0.44799469051178553,0.6314598296779137,0.89914690541676,-0.5111702650278052,0.8764099188895833,0.3205298013245033,917531.7777333355
3,-80,-25,146,0.6917808219178082,1.8182055735303049,0.02324188099524348,0.04151958670751266,4.835616438356165,9.862761164890816,0.4894021138142324,0.6746967001571808,0.9344218465364412,-0.6572216590862892,0.7446530512926642,0.3185430463576159,1086276.1164890816
3,-80,-30,147,0.6870748299319728,1.8008553976405823,0.02283306695830766,0.040440701053396255,4.7687074829931975,9.389816559019284,0.4783704649928009,0.6727553869754836,0.9240802775377936,-0.657221659086289,0.7278677724313919,0.3152317880794702,1038981.6559019284
4,-85,-20,108,0.6759259259259259,1.9952064169754202,0.02850738531652476,0.043351021255299105,5.064814814814815,8.195432939762304,0.4485243718121661,0.6299691933696212,0.909948198900865,-0.6572216590862892,0.6824552502358684,0.24900662251655628,919543.2939762303
4,-85,-25,108,0.6759259259259259,1.9952064169754202,0.02850738531652476,0.043351021255299105,5.064814814814815,8.195432939762304,0.4485243718121661,0.6299691933696212,0.909948198900865,-0.6572216590862892,0.6824552502358684,0.24900662251655628,919543.2939762303
3,-80,-35,148,0.6824324324324325,1.776110113976456,0.021652959088155205,0.03535991326544086,4.655405405405405,8.037188888965948,0.44433106112554643,0.6681868546110805,0.8909029784733479,-0.6572216590862892,0.6760748903852064,0.3086092715231788,903718.8888965949
3,-80,-20,144,0.6875,1.7587711860391622,0.022196913540340275,0.04075510768875623,4.951388888888889,7.844606596040331,0.4391445027546934,0.6762406945988043,0.8830485556048634,-0.657221659086289,0.6681832478942032,0.3218543046357616,884460.6596040331
4,-85,-30,108,0.6759259259259259,1.97339210400593,0.027882520952078157,0.038756712834579155,5.027777777777778,7.632621083852188,0.4333254635952515,0.6293829489606118,0.8934501376847135,-0.6572216590862892,0.6593292500397625,0.247682119205298,863262.1083852188
4,-85,-35,108,0.6759259259259259,1.9486963429006514,0.02717511838161181,0.038756712834579155,5.0092592592592595,7.049226320618631,0.4166730701462915,0.6287905342114483,0.8751132988704637,-0.6572216590862889,0.6339916896919933,0.24635761589403973,804922.6320618632
3,-85,-25,122,0.6885245901639344,1.8105850795843572,0.024491348411304417,0.03795894059938354,5.049180327868853,6.875009538056972,0.4115053797988988,0.6421884655831704,0.8643061139780086,-0.657221659086289,0.6261287559679629,0.27947019867549666,787500.9538056972
3,-80,-40,148,0.6824324324324325,1.7354427968438777,0.02067176487915819,0.03510959756441856,4.594594594594595,6.866281613641676,0.4112439925311331,0.667640168806744,0.856334758516332,-0.657221659086289,0.6257310404268636,0.30529801324503314,786628.1613641676
4,-80,-20,123,0.6585365853658537,1.8644158671001088,0.0236989159796993,0.034400873282837585,4.959349593495935,6.6292091981364285,0.4040499364850474,0.6531470423072036,0.853001668467883,-0.657221659086289,0.6147848764552024,0.2781456953642384,762920.9198136429
4,-80,-25,123,0.6585365853658537,1.8644158671001088,0.0236989159796993,0.034400873282837585,4.959349593495935,6.6292091981364285,0.4040499364850474,0.6531470423072036,0.853001668467883,-0.657221659086289,0.6147848764552024,0.2781456953642384,762920.9198136429
3,-85,-30,123,0.6829268292682927,1.791179598325538,0.02399260751012046,0.0355437665782492,4.967479674796748,6.5321461329175206,0.4010506936432394,0.6401444756213508,0.8533637112120444,-0.657221659086289,0.61022135849997,0.276158940397351,753214.6132917521
7,-80,-40,103,0.6796116504854369,1.965181482155887,0.027562902641126572,0.04473834710743807,5.155339805825243,6.44621146572302,0.39836832670590194,0.623541939926216,0.8555182343252159,-0.657221659086289,0.6061399851912043,0.23642384105960265,744621.146572302
4,-85,-40,108,0.6759259259259259,1.8940881125849889,0.026349266538412536,0.038756712834579155,4.981481481481482,6.328008124517578,0.3946362779862225,0.6263358940945447,0.851149761218148,-0.6572216590862889,0.6004614615636233,0.24437086092715232,732800.8124517578
4,-80,-30,123,0.6585365853658537,1.8444034912458742,0.023150254586526666,0.034400873282837585,4.926829268292683,6.1622589831701795,0.38931768445541537,0.6525805509170124,0.8370130945687978,-0.657221659086289,0.5923689200941268,0.2768211920529801,716225.8983170179
9,-80,-20,93,0.6451612903225806,1.9532211580125212,0.029037367954243953,0.04473834710743807,5.365591397849462,5.715157549113279,0.3744417158942017,0.6105161113980129,0.832148295949154,-0.6378822377656352,0.587007591253506,0.22185430463576158,671515.7549113279
9,-80,-25,93,0.6451612903225806,1.9532211580125212,0.029037367954243953,0.04473834710743807,5.365591397849462,5.715157549113279,0.3744417158942017,0.6105161113980129,0.832148295949154,-0.6378822377656352,0.587007591253506,0.22185430463576158,671515.7549113279
9,-80,-30,93,0.6451612903225806,1.9532211580125212,0.029037367954243953,0.04473834710743807,5.365591397849462,5.715157549113279,0.3744417158942017,0.6105161113980129,0.832148295949154,-0.6378822377656352,0.587007591253506,0.22185430463576158,671515.7549113279
5,-80,-30,113,0.6371681415929203,1.8781491406600015,0.0245106885255604,0.03320216428922773,5.088495575221239,5.78849407839304,0.3769372593335609,0.6430302308189113,0.8253953525107122,-0.657221659086289,0.5735314016546607,0.2596026490066225,678849.407839304
9,-80,-40,94,0.6595744680851063,1.9423650202059264,0.02801808451152268,0.043859924369823555,5.25531914893617,5.381565440727515,0.36279513962914245,0.60863815445651,0.818844638830399,-0.6378822377656352,0.568749399418827,0.21986754966887417,638156.5440727515
4,-80,-35,123,0.6585365853658537,1.8217476847606349,0.022529120622214755,0.034400873282837585,4.9105691056910565,5.6782316705941716,0.3731765739436981,0.6520080318737652,0.8192523965240202,-0.6572216590862889,0.5678093057105144,0.27549668874172184,667823.1670594171
9,-80,-35,93,0.6451612903225806,1.9264094231655693,0.028220619182252965,0.04473834710743807,5.354838709677419,5.263644859695882,0.3585567396881313,0.6098447948240465,0.8133379571015422,-0.6378822377656352,0.562104912881849,0.22119205298013245,626364.4859695882
5,-80,-35,113,0.6371681415929203,1.8630395622253326,0.02408895359055113,0.03320216428922773,5.079646017699115,5.48952736933983,0.36661877046924407,0.6427797706326086,0.8137558682103421,-0.657221659086289,0.5578312360839425,0.2589403973509934,648952.7369339829
3,-85,-20,120,0.6833333333333333,1.7439779389346675,0.02325821192235492,0.036108467628164664,5.191666666666666,5.411938939548531,0.36387627565810177,0.6437949504260169,0.8104279926057514,-0.657221659086289,0.5536583748076493,0.2827814569536424,641193.8939548531
7,-80,-30,101,0.6534653465346535,1.896751207831465,0.026567068828299113,0.04298150163220904,5.346534653465347,5.34018830246254,0.36131541424164326,0.6258613734279604,0.8117693808345784,-0.657221659086289,0.5497618790347943,0.23973509933774834,634018.830246254
7,-80,-35,101,0.6534653465346535,1.896751207831465,0.026567068828299113,0.04298150163220904,5.346534653465347,5.34018830246254,0.36131541424164326,0.6258613734279604,0.8117693808345784,-0.657221659086289,0.5497618790347943,0.23973509933774834,634018.830246254
5,-80,-40,113,0.6371681415929203,1.8543433650519288,0.023846227417507266,0.03320216428922773,5.070796460176991,5.331876565066739,0.36101720086892697,0.6427126570094244,0.8073758133712904,-0.657221659086289,0.5493081304880241,0.2582781456953642,633187.6565066739
8,-80,-40,97,0.6701030927835051,1.885459918651324,0.027290569785759645,0.045572451903397315,5.22680412371134,5.158210026620614,0.3547104516249624,0.6139038377364248,0.8076485162626513,-0.657221659086289,0.5397120541007477,0.22582781456953643,615821.0026620614
7,-80,-20,100,0.65,1.87800578334179,0.02609068272697877,0.04032138780072558,5.44,4.935197693598718,0.3463907004283526,0.6263905866741135,0.7940131237100411,-0.657221659086289,0.5270530811627949,0.2410596026490066,593519.7693598717
7,-80,-25,100,0.65,1.87800578334179,0.02609068272697877,0.04032138780072558,5.44,4.935197693598718,0.3463907004283526,0.6263905866741135,0.7940131237100411,-0.657221659086289,0.5270530811627949,0.2410596026490066,593519.7693598717
4,-80,-40,123,0.6585365853658537,1.7668811963472653,0.021580990080592975,0.034400873282837585,4.878048780487805,4.932157266126454,0.3462754865800244,0.6495728774152408,0.7895136826104003,-0.6572216590862889,0.5268777767632284,0.2728476821192053,593215.7266126454
6,-80,-40,107,0.6542056074766355,1.8290257635404914,0.024419412246184716,0.04298150163220904,5.130841121495327,4.8189689667312345,0.34195092201987,0.6365676015581232,0.7870645078572306,-0.657221659086289,0.5202977067056367,0.24503311258278146,581896.8966731235
3,-85,-35,123,0.6747967479674797,1.7143063248617882,0.021542421248134214,0.034400873282837585,4.8861788617886175,4.677903191508475,0.3364620623333776,0.6366596716748025,0.7803852983775489,-0.6572216590862892,0.5119460956310361,0.27086092715231785,567790.3191508475
8,-80,-20,95,0.6421052631578947,1.8444300185974034,0.027025661943537053,0.04473834710743807,5.442105263157894,4.621476092417665,0.33423463954645616,0.6169197161440473,0.7820339232986695,-0.657221659086289,0.5085569456294703,0.22980132450331126,562147.6092417665
8,-80,-25,95,0.6421052631578947,1.8444300185974034,0.027025661943537053,0.04473834710743807,5.442105263157894,4.621476092417665,0.33423463954645616,0.6169197161440473,0.7820339232986695,-0.657221659086289,0.5085569456294703,0.22980132450331126,562147.6092417665
8,-80,-30,95,0.6421052631578947,1.8444300185974034,0.027025661943537053,0.04473834710743807,5.442105263157894,4.621476092417665,0.33423463954645616,0.6169197161440473,0.7820339232986695,-0.657221659086289,0.5085569456294703,0.22980132450331126,562147.6092417665
7,-85,-40,91,0.6813186813186813,1.942841988759021,0.027262339477976627,0.03887915596504765,5.263736263736264,4.515629515532944,0.3300056945987946,0.6037922654603322,0.7810141650248135,-0.657221659086289,0.502122366231188,0.21125827814569537,551562.9515532944
8,-80,-35,95,0.6421052631578947,1.8194475611089655,0.026226107882535345,0.04473834710743807,5.431578947368421,4.243500181886973,0.3188143527075036,0.6162533932035729,0.7633582694819663,-0.657221659086289,0.4850941053140875,0.22913907284768212,524350.0181886973
3,-85,-40,123,0.6747967479674797,1.6695869121852036,0.02036179732186138,0.034400873282837585,4.813008130081301,3.942243216132556,0.3058460816067732,0.6360714161857617,0.7440574432098879,-0.657221659086289,0.46536214590368136,0.2675496688741722,494224.3216132556
6,-85,-40,93,0.6774193548387096,1.8594077485772653,0.025475580367392996,0.04298150163220904,5.118279569892473,3.917152891679393,0.304736560007252,0.6076668226312097,0.7490712467250779,-0.657221659086289,0.46367394591181915,0.21125827814569537,491715.2891679393
5,-85,-30,98,0.6530612244897959,1.8062924892909693,0.024486736495988343,0.03375006392382074,5.163265306122449,3.8255964697436067,0.30064741145083795,0.6197226183968074,0.7411223124574197,-0.657221659086289,0.4574520746452832,0.22847682119205298,482559.6469743606
6,-80,-30,105,0.6285714285714286,1.7551258994260124,0.02303182123813967,0.037661273969242126,5.295238095238095,3.7965689656461867,0.2993374744148998,0.6384823661289994,0.7360991993325681,-0.6572216590862892,0.45545893120908026,0.24834437086092714,479656.8965646187
6,-80,-35,105,0.6285714285714286,1.7551258994260124,0.02303182123813967,0.037661273969242126,5.295238095238095,3.7965689656461867,0.2993374744148998,0.6384823661289994,0.7360991993325681,-0.6572216590862892,0.45545893120908026,0.24834437086092714,479656.8965646187
5,-80,-20,110,0.6090909090909091,1.740672708963083,0.021885721620483526,0.03125816752162436,5.345454545454546,3.7333621829466104,0.29646211119781385,0.6464268441425419,0.7313278247253788,-0.657221659086289,0.4510839031232996,0.26556291390728476,473336.218294661
5,-80,-25,110,0.6090909090909091,1.740672708963083,0.021885721620483526,0.03125816752162436,5.345454545454546,3.7333621829466104,0.29646211119781385,0.6464268441425419,0.7313278247253788,-0.657221659086289,0.4510839031232996,0.26556291390728476,473336.218294661
5,-85,-35,98,0.6530612244897959,1.789076259578336,0.02396388742319298,0.03375006392382074,5.153061224489796,3.613076184814733,0.2909006232508049,0.6194592148858283,0.729026052811251,-0.657221659086289,0.44262178403437474,0.22781456953642384,461307.6184814733
5,-85,-40,98,0.6530612244897959,1.789076259578336,0.02396388742319298,0.03375006392382074,5.153061224489796,3.613076184814733,0.2909006232508049,0.6194592148858283,0.729026052811251,-0.657221659086289,0.44262178403437474,0.22781456953642384,461307.6184814733
7,-90,-30,70,0.6857142857142857,2.087493074666247,0.03120054250264689,0.04427697676780318,5.3428571428571425,3.572998419768032,0.2890207692514981,0.5671695674436988,0.7380132923310433,-0.6601966951559594,0.43777978801184736,0.16688741721854305,457299.8419768032
7,-90,-35,70,0.6857142857142857,2.087493074666247,0.03120054250264689,0.04427697676780318,5.3428571428571425,3.572998419768032,0.2890207692514981,0.5671695674436988,0.7380132923310433,-0.6601966951559594,0.43777978801184736,0.16688741721854305,457299.8419768032
7,-90,-40,70,0.6857142857142857,2.087493074666247,0.03120054250264689,0.04427697676780318,5.3428571428571425,3.572998419768032,0.2890207692514981,0.5671695674436988,0.7380132923310433,-0.6601966951559594,0.43777978801184736,0.16688741721854305,457299.8419768032
3,-90,-20,97,0.6804123711340206,1.7431867809992305,0.024174025008869414,0.041969659090909106,5.463917525773196,3.508812135893633,0.28598131332806487,0.6158415044353381,0.7228495584791683,-0.6572216590862892,0.4351367752025307,0.23841059602649006,450881.2135893633
6,-80,-20,104,0.625,1.7367013626405805,0.022539764913887813,0.03659389327759399,5.384615384615385,3.490179739777318,0.2850922526612556,0.6389985990206253,0.7187709112214791,-0.6572216590862889,0.43378401901362906,0.24966887417218542,449017.9739777318
6,-80,-25,104,0.625,1.7367013626405805,0.022539764913887813,0.03659389327759399,5.384615384615385,3.490179739777318,0.2850922526612556,0.6389985990206253,0.7187709112214791,-0.6572216590862889,0.43378401901362906,0.24966887417218542,449017.9739777318
4,-90,-20,80,0.6625,1.896622476323619,0.02826962596585606,0.04261144047127696,5.475,3.476803935630554,0.2844521179195745,0.5994374221114896,0.7242841649463526,-0.657221659086289,0.4328100177268012,0.19602649006622516,447680.3935630554
4,-90,-25,80,0.6625,1.896622476323619,0.02826962596585606,0.04261144047127696,5.475,3.476803935630554,0.2844521179195745,0.5994374221114896,0.7242841649463526,-0.657221659086289,0.4328100177268012,0.19602649006622516,447680.3935630554
7,-85,-30,89,0.651685393258427,1.842218451581383,0.02538099948994176,0.03552651258594586,5.449438202247191,3.4360773559928734,0.2824931793849841,0.6057311873922275,0.7204214633404948,-0.657221659086289,0.4298293817305472,0.2139072847682119,443607.7355992873
7,-85,-35,89,0.651685393258427,1.842218451581383,0.02538099948994176,0.03552651258594586,5.449438202247191,3.4360773559928734,0.2824931793849841,0.6057311873922275,0.7204214633404948,-0.657221659086289,0.4298293817305472,0.2139072847682119,443607.7355992873
3,-90,-25,97,0.6804123711340206,1.7334613148514948,0.023991531566562356,0.041969659090909106,5.43298969072165,3.4213725943551605,0.2817822020202927,0.6145314271932153,0.7177772804539828,-0.6572216590862889,0.4287475893780557,0.2370860927152318,442137.2594355161
3,-90,-30,98,0.673469387755102,1.712010203017357,0.023370661015532927,0.03795894059938354,5.326530612244898,3.228874178224367,0.2722883447287665,0.6123886566505441,0.7059656317399573,-0.657221659086289,0.4143021474784001,0.2337748344370861,422887.41782243666
4,-90,-30,80,0.6625,1.8698672218831889,0.02742605907385314,0.042105519200626995,5.425,3.2027985301142117,0.27097476798388964,0.5988112263907088,0.7068103662622539,-0.6572216590862892,0.4123034660187794,0.1947019867549669,420279.85301142116
8,-85,-40,84,0.6666666666666666,1.8492799150110133,0.02551400693885681,0.04261144047127696,5.428571428571429,3.1482972297190663,0.26820715948987095,0.5802038286134922,0.7088122050099167,-0.657221659086289,0.40809239285076127,0.2,414829.7229719066
9,-85,-40,80,0.65,1.8682131860993805,0.02527241331546378,0.039714941123695,5.5,2.884963365109296,0.25439200217616276,0.5757898723006997,0.6903251037608527,-0.6378822377656352,0.3988071576773221,0.19337748344370861,388496.3365109296
9,-85,-20,79,0.6329113924050633,1.8544106957284376,0.025598853460575048,0.04055072628234235,5.594936708860759,2.861474221858381,0.25312215552013395,0.5773109513979983,0.6882770725133162,-0.6378822377656352,0.39681643496888486,0.1947019867549669,386147.4221858381
9,-85,-25,79,0.6329113924050633,1.8544106957284376,0.025598853460575048,0.04055072628234235,5.594936708860759,2.861474221858381,0.25312215552013395,0.5773109513979983,0.6882770725133162,-0.6378822377656352,0.39681643496888486,0.1947019867549669,386147.4221858381
9,-85,-30,79,0.6329113924050633,1.8544106957284376,0.025598853460575048,0.04055072628234235,5.594936708860759,2.861474221858381,0.25312215552013395,0.5773109513979983,0.6882770725133162,-0.6378822377656352,0.39681643496888486,0.1947019867549669,386147.4221858381
4,-90,-35,80,0.6625,1.8408656253440079,0.02651166722195918,0.042105519200626995,5.4125,2.9311422634904662,0.25686994635416327,0.598177361756639,0.6882798972831123,-0.6572216590862892,0.3908421805685467,0.19403973509933775,393114.2263490466
10,-85,-20,76,0.6578947368421053,1.9484307278496844,0.02652813904935145,0.04261144047127696,5.4868421052631575,2.9966943620448028,0.2603461360579278,0.5657156599655713,0.7006368427851534,-0.6674352533263497,0.39006950076493596,0.1847682119205298,399669.4362044803
10,-85,-25,76,0.6578947368421053,1.9484307278496844,0.02652813904935145,0.04261144047127696,5.4868421052631575,2.9966943620448028,0.2603461360579278,0.5657156599655713,0.7006368427851534,-0.6674352533263497,0.39006950076493596,0.1847682119205298,399669.4362044803
10,-85,-30,76,0.6578947368421053,1.9484307278496844,0.02652813904935145,0.04261144047127696,5.4868421052631575,2.9966943620448028,0.2603461360579278,0.5657156599655713,0.7006368427851534,-0.6674352533263497,0.39006950076493596,0.1847682119205298,399669.4362044803
10,-85,-35,76,0.6578947368421053,1.9484307278496844,0.02652813904935145,0.04261144047127696,5.4868421052631575,2.9966943620448028,0.2603461360579278,0.5657156599655713,0.7006368427851534,-0.6674352533263497,0.39006950076493596,0.1847682119205298,399669.4362044803
10,-85,-40,76,0.6578947368421053,1.9484307278496844,0.02652813904935145,0.04261144047127696,5.4868421052631575,2.9966943620448028,0.2603461360579278,0.5657156599655713,0.7006368427851534,-0.6674352533263497,0.39006950076493596,0.1847682119205298,399669.4362044803
7,-90,-20,69,0.6811594202898551,1.9950936997288526,0.029619180984655095,0.04298150163220904,5.521739130434782,2.9645447167442756,0.2586472420599415,0.5689336206440877,0.6956224817667669,-0.6648950892418726,0.3890045907164942,0.17019867549668874,396454.47167442756
7,-90,-25,69,0.6811594202898551,1.9950936997288526,0.029619180984655095,0.04298150163220904,5.521739130434782,2.9645447167442756,0.2586472420599415,0.5689336206440877,0.6956224817667669,-0.6648950892418726,0.3890045907164942,0.17019867549668874,396454.47167442756
5,-90,-30,76,0.6578947368421053,1.8873071448705097,0.027391644849455322,0.042184448517736506,5.381578947368421,2.8501758642759047,0.2525090617612755,0.5872006885253567,0.6841273756721424,-0.6572216590862892,0.38420684752284257,0.18344370860927153,385017.58642759046
6,-85,-30,91,0.6483516483516484,1.7581124778096813,0.02339017504291534,0.03552651258594586,5.362637362637362,2.8751079194569438,0.25385998777225605,0.610226586515112,0.683337431375846,-0.6671051270608406,0.380539704275281,0.2165562913907285,387510.79194569436
6,-85,-35,91,0.6483516483516484,1.7581124778096813,0.02339017504291534,0.03552651258594586,5.362637362637362,2.8751079194569438,0.25385998777225605,0.610226586515112,0.683337431375846,-0.6671051270608406,0.380539704275281,0.2165562913907285,387510.79194569436
7,-85,-20,88,0.6477272727272727,1.7767332058756427,0.024074937129099264,0.0349122380721798,5.590909090909091,2.8458414874463407,0.2522734634686492,0.6073859082701966,0.6808950951196632,-0.6667978625741979,0.37833574105162565,0.21721854304635763,384584.14874463406
7,-85,-25,88,0.6477272727272727,1.7767332058756427,0.024074937129099264,0.0349122380721798,5.590909090909091,2.8458414874463407,0.2522734634686492,0.6073859082701966,0.6808950951196632,-0.6667978625741979,0.37833574105162565,0.21721854304635763,384584.14874463406
9,-85,-35,79,0.6329113924050633,1.8223191593417916,0.02463736439987679,0.04055072628234235,5.582278481012659,2.6018370356456058,0.23863931831172858,0.5765918121320274,0.668271489938709,-0.6378822377656352,0.37411187235379206,0.19403973509933775,360183.70356456056
5,-90,-35,76,0.6578947368421053,1.8654675442550959,0.026717444729271827,0.042184448517736506,5.368421052631579,2.6806133082618397,0.24312301260134883,0.5869196971492442,0.6713554072643343,-0.6572216590862892,0.36992544180505815,0.1827814569536424,368061.33082618396
5,-90,-40,76,0.6578947368421053,1.8654675442550959,0.026717444729271827,0.042184448517736506,5.368421052631579,2.6806133082618397,0.24312301260134883,0.5869196971492442,0.6713554072643343,-0.6572216590862892,0.36992544180505815,0.1827814569536424,368061.33082618396
4,-90,-40,80,0.6625,1.7779938499336563,0.02539676723364016,0.042105519200626995,5.375,2.5789082450943597,0.23731894170551593,0.5955807302692206,0.6624729798380429,-0.6572216590862892,0.36109421901197175,0.19205298013245034,357890.824509436
6,-90,-30,72,0.6388888888888888,1.8739885524502526,0.025883079736932997,0.04056026763769627,5.361111111111111,2.344196359272952,0.22338108054761618,0.5745566867853852,0.6456176680830988,-0.657221659086289,0.3398869733815143,0.17350993377483442,334419.6359272952
6,-90,-35,72,0.6388888888888888,1.8739885524502526,0.025883079736932997,0.04056026763769627,5.361111111111111,2.344196359272952,0.22338108054761618,0.5745566867853852,0.6456176680830988,-0.657221659086289,0.3398869733815143,0.17350993377483442,334419.6359272952
6,-90,-40,72,0.6388888888888888,1.8739885524502526,0.025883079736932997,0.04056026763769627,5.361111111111111,2.344196359272952,0.22338108054761618,0.5745566867853852,0.6456176680830988,-0.657221659086289,0.3398869733815143,0.17350993377483442,334419.6359272952
5,-90,-20,75,0.6533333333333333,1.81176637979205,0.025886006950860317,0.04212751772512813,5.546666666666667,2.3378962728846995,0.22299586930343152,0.5889021500789738,0.6434080829163374,-0.6572216590862889,0.3393008526430101,0.18675496688741722,333789.6272884699
5,-90,-25,75,0.6533333333333333,1.81176637979205,0.025886006950860317,0.04212751772512813,5.546666666666667,2.3378962728846995,0.22299586930343152,0.5889021500789738,0.6434080829163374,-0.6572216590862889,0.3393008526430101,0.18675496688741722,333789.6272884699
8,-85,-20,82,0.6341463414634146,1.746291888757269,0.02342942249966971,0.04139605279634362,5.634146341463414,2.336367563278339,0.22290230688342993,0.5822068446224455,0.6459336487425572,-0.657221659086289,0.33915849211866017,0.20264900662251656,333636.7563278339
8,-85,-25,82,0.6341463414634146,1.746291888757269,0.02342942249966971,0.04139605279634362,5.634146341463414,2.336367563278339,0.22290230688342993,0.5822068446224455,0.6459336487425572,-0.657221659086289,0.33915849211866017,0.20264900662251656,333636.7563278339
8,-85,-30,82,0.6341463414634146,1.746291888757269,0.02342942249966971,0.04139605279634362,5.634146341463414,2.336367563278339,0.22290230688342993,0.5822068446224455,0.6459336487425572,-0.657221659086289,0.33915849211866017,0.20264900662251656,333636.7563278339
