total_return,cagr,sharpe,max_dd,calmar,annualized_volatility,ending,strategy,period,start,end,trading_days,trades,win_rate,pf,avg_trade,median_trade,avg_holding_calendar_days,avg_holding_trading_sessions,exposure,terminal_liquidations
9.661978909169267,0.4847686369544104,1.099107396343242,-0.38999949032414727,1.2429981294372872,0.45517698119434097,1066197.8909169268,FROZEN_WR3_CCI4_BASELINE,IS,2016-09-06,2022-09-02,1510,125.0,0.712,2.3114103298103776,0.021484670892056155,0.026435182384610734,4.608,3.152,0.26158940397350994,1.0
7.465526944494297,0.4286542086348528,1.430893137901648,-0.26525057797007034,1.6160349655608297,0.2756763586328959,846552.6944494296,IS_SELECTED_WR3_CCI4_ADX30,IS,2016-09-06,2022-09-02,1510,87.0,0.7931034482758621,3.6846833812341564,0.026132651325807922,0.027368724537762512,4.344827586206897,3.0229885057471266,0.17483443708609273,1.0
4.15348022168464,0.3150057148045893,0.749568767200727,-0.7531895675736705,0.4182289935578245,0.6886749214901839,515348.02216846397,TQQQ_BUY_AND_HOLD,IS,2016-09-06,2022-09-02,1510,,,,,,,,1.0,
1.281213090978854,0.5125088001453346,1.3369052127777696,-0.17843762469957491,2.8722014261746422,0.35738015727378986,228121.30909788542,FROZEN_WR3_CCI4_BASELINE,VALIDATION,2022-09-06,2024-09-03,501,51.0,0.6862745098039216,2.3236599138983096,0.01761757294372545,0.018823529411764683,4.411764705882353,3.0,0.30538922155688625,0.0
0.5591640495341277,0.24961752668957793,0.8471227664683418,-0.23363354502201994,1.0684147546793912,0.3249820945747186,155916.40495341277,IS_SELECTED_WR3_CCI4_ADX30,VALIDATION,2022-09-06,2024-09-03,501,37.0,0.6216216216216216,1.7906667898786142,0.013692143927544016,0.017166282346912753,4.5675675675675675,3.1621621621621623,0.23353293413173654,0.0
1.3299701046337815,0.5286424899792532,0.9938305331059464,-0.47752990623989655,1.1070353564697564,0.6226253078700609,232997.01046337816,TQQQ_BUY_AND_HOLD,VALIDATION,2022-09-06,2024-09-03,501,,,,,,,,1.0,
0.5378270227036785,0.24027432502656265,0.6927127826041578,-0.4344365591773448,0.5530711445683796,0.44838020348809016,153782.70227036785,FROZEN_WR3_CCI4_BASELINE,OOS,2024-09-04,2026-09-04,503,42.0,0.7380952380952381,1.872912504295048,0.012123052352409406,0.022803547037820504,5.071428571428571,3.4285714285714284,0.28628230616302186,0.0
0.25609428368289033,0.12084363866078385,0.5110220811134033,-0.349405972597164,0.3458545306553947,0.331016029759154,125609.42836828904,IS_SELECTED_WR3_CCI4_ADX30,OOS,2024-09-04,2026-09-04,503,37.0,0.7297297297297297,1.5220594991830207,0.008134710585161938,0.014387661141804786,5.216216216216216,3.4864864864864864,0.25646123260437376,0.0
1.3712319790301444,0.5403358999075554,0.9886336457310623,-0.5830206881766534,0.9267868376976621,0.6464348950155394,237123.19790301443,TQQQ_BUY_AND_HOLD,OOS,2024-09-04,2026-09-04,503,,,,,,,,1.0,
35.76257205473156,0.43432579365082336,1.0462129319482605,-0.4344365591773448,0.9997450363598975,0.4360175006120523,3676257.2054731557,FROZEN_WR3_CCI4_BASELINE,FULL_10Y,2016-09-06,2026-09-04,2514,217.0,0.7096774193548387,2.2353878111876164,0.018775784020103728,0.02544289483603457,4.700460829493087,3.19815668202765,0.2760540970564837,0.0
15.295315537439933,0.3221760785834,1.087893178382088,-0.3494059725971641,0.9220680350385485,0.2977804887313972,1629531.5537439932,IS_SELECTED_WR3_CCI4_ADX30,FULL_10Y,2016-09-06,2026-09-04,2514,160.0,0.7375,2.4921695788662883,0.019138944588998157,0.0257104639991399,4.6625,3.2,0.20365950676213207,0.0
26.957823361568018,0.39556288619906566,0.8381984169242418,-0.8175454442813593,0.4838420774844807,0.6673789415357526,2795782.336156802,TQQQ_BUY_AND_HOLD,FULL_10Y,2016-09-06,2026-09-04,2514,,,,,,,,1.0,
