vehicle,total_return,cagr,sharpe,max_drawdown,calmar,ending_equity,trades,win_rate,profit_factor,avg_trade_return,median_trade_return
ATM 37-DTE long calls,0.009658000000000166,0.005781275829258359,0.15179442533702067,-0.2638102551523177,0.021914522716034633,100965.80000000002,,,,,
TCAR traded in SOXL ETF,1.1216720093620896,0.5700970062373865,1.2999928939726195,-0.16459807446931907,3.4635703247163563,212167.20093620894,10.0,0.9,196.66793814218303,0.08027402590448432,0.04905515863848532
SOXL buy and hold,2.7945254177035195,1.2251117657374118,1.2697386049045247,-0.7652916073968705,1.600843069355763,379452.54177035193,,,,,
