date,equity
2025-01-02,100000.0
2025-01-03,106007.82083185212
2025-01-06,115499.46676146463
2025-01-07,110735.86917881266
2025-01-08,107287.59331674369
2025-01-10,99751.15535015997
2025-01-13,99004.6214006399
2025-01-14,99964.45076430857
2025-01-15,106434.41166014932
2025-01-16,106612.15783860648
2025-01-17,115499.46676146463
2025-01-21,119765.37504443654
2025-01-22,124955.56345538571
2025-01-23,124137.93103448277
2025-01-24,116068.25453252756
2025-01-27,89086.38464273019
2025-01-28,90188.4109491646
2025-01-29,91290.43725559901
2025-01-30,96516.17490223961
2025-01-31,96054.03483825098
2025-02-03,91041.59260575898
2025-02-04,93316.74369001067
2025-02-05,98471.3828652684
2025-02-06,98435.83362957697
2025-02-07,93601.13757554213
2025-02-10,97227.15961606825
2025-02-11,97404.90579452542
2025-02-12,97902.59509420548
2025-02-13,101208.67401350872
2025-02-14,101493.06789904018
2025-02-18,106612.15783860648
2025-02-19,111873.44472093851
2025-02-20,112691.07714184145
2025-02-21,102417.34802701742
2025-02-24,95129.75471027373
2025-02-25,89121.93387842162
2025-02-26,93458.9406327764
2025-02-27,77319.58762886598
2025-02-28,80803.41272662638
2025-03-03,72911.48240312835
2025-03-04,73409.17170280838
2025-03-05,78030.57234269464
2025-03-06,68361.18023462496
2025-03-07,74226.80412371134
2025-03-10,63953.0750088873
2025-03-11,61891.21933878422
2025-03-12,65055.10131532172
2025-03-13,64308.56736580164
2025-03-14,70387.48666903662
2025-03-17,73906.86100248845
2025-03-18,70849.62673302524
2025-03-19,72449.34233913971
2025-03-20,70849.62673302524
2025-03-21,68538.92641308212
2025-03-24,74423.14255243512
2025-03-25,73053.67934589407
2025-03-26,66797.01386420192
2025-03-27,63135.44258798437
2025-03-28,56985.42481336652
2025-03-31,56701.030927835054
2025-04-01,56701.030927835054
2025-04-02,57803.05723426947
2025-04-03,40561.67792392464
2025-04-04,31034.482758620692
2025-04-07,32527.55065766086
2025-04-08,29328.119445431923
2025-04-09,45396.373977959476
2025-04-10,34233.91397084963
2025-04-11,36366.868112335585
2025-04-14,37220.049768929974
2025-04-15,37682.18983291859
2025-04-16,33202.986135798084
2025-04-17,32705.29683611802
2025-04-21,30963.38428723783
2025-04-22,32634.19836473516
2025-04-23,36580.163526484175
2025-04-24,42659.08282971916
2025-04-25,43867.75684322787
2025-04-28,43690.01066477071
2025-04-29,42161.3935300391
2025-04-30,43227.87060078209
2025-05-01,43014.57518663349
2025-05-02,47244.93423391397
2025-05-05,46391.75257731959
2025-05-06,44934.23391397085
2025-05-07,47209.38499822254
2025-05-08,48560.25595449698
2025-05-09,50159.97156061145
2025-05-12,60895.84073942411
2025-05-13,66121.5783860647
2025-05-14,66974.76004265908
2025-05-15,65659.43832207608
2025-05-16,65375.04443654462
2025-05-19,64201.91965872733
2025-05-20,63881.976537504444
2025-05-21,60433.70067543548
2025-05-22,58691.788126555286
2025-05-23,55918.94774262354
2025-05-27,61464.628510487026
2025-05-28,60575.89761820121
2025-05-29,61144.68538926413
2025-05-30,57483.11411304658
2025-06-02,60078.208318521145
2025-06-03,65055.10131532172
2025-06-04,67863.4909349449
2025-06-05,66868.11233558478
2025-06-06,68183.4340561678
2025-06-09,73160.32705296835
2025-06-10,77817.27692854604
2025-06-11,76928.54603626022
2025-06-12,77106.29221471738
2025-06-13,71240.668325631
2025-06-16,77852.82616423747
2025-06-17,76146.46285104871
2025-06-18,76821.89832918592
2025-06-20,75399.92890152862
2025-06-23,76473.55136864558
2025-06-24,85140.41948098116
2025-06-25,87380.02132954141
2025-06-26,89584.07394241024
2025-06-27,89264.13082118735
2025-06-30,89264.13082118735
2025-07-01,87842.16139353004
2025-07-02,92605.75897618201
2025-07-03,93956.62993245646
2025-07-07,88766.4415215073
2025-07-08,93743.33451830786
2025-07-09,94738.71311766797
2025-07-10,97298.25808745112
2025-07-11,97013.86420191966
2025-07-14,94205.47458229649
2025-07-15,97013.86420191966
2025-07-16,96089.58407394242
2025-07-17,97120.51190899395
2025-07-18,97156.06114468539
2025-07-21,97760.39815143975
2025-07-22,93565.5883398507
2025-07-23,91645.92961251334
2025-07-24,91077.14184145042
2025-07-25,91006.04337006755
2025-07-28,95556.34553857092
2025-07-29,96089.58407394242
2025-07-30,98151.4397440455
2025-07-31,88801.99075719873
2025-08-01,85602.55954496979
2025-08-04,88873.0892285816
2025-08-05,87166.72591539282
2025-08-06,85282.61642374689
2025-08-07,88873.0892285816
2025-08-08,91397.08496267331
2025-08-11,91041.59260575898
2025-08-12,99537.85993601137
2025-08-13,104052.61286882333
2025-08-14,104585.85140419481
2025-08-15,97298.25808745112
2025-08-18,97867.04585851404
2025-08-19,93281.19445431924
2025-08-20,91717.0280838962
2025-08-21,90117.31247778173
2025-08-22,97582.65197298258
2025-08-25,97049.41343761109
2025-08-26,99324.56452186279
2025-08-27,100177.74617845716
2025-08-28,101421.96942765731
2025-08-29,92570.20974049058
2025-09-02,89761.8201208674
2025-09-03,88553.1461073587
2025-09-04,91183.78954852471
2025-09-05,94027.72840383933
2025-09-08,96267.33025239958
2025-09-09,96622.82260931391
2025-09-10,101670.81407749734
2025-09-11,103697.120511909
2025-09-12,104159.26057589763
2025-09-15,106647.70707429791
2025-09-16,108354.07038748667
2025-09-17,108318.52115179524
2025-09-18,119587.62886597938
2025-09-19,117383.57625311057
2025-09-22,122360.18485602559
2025-09-23,121933.87842161392
2025-09-24,121578.38606469963
2025-09-25,120334.16281549947
2025-09-26,120938.49982225384
2025-09-29,120938.49982225384
2025-09-30,123853.53714895132
2025-10-01,131034.4827586207
2025-10-02,138926.41308211873
2025-10-03,135904.72804834694
2025-10-06,148275.86206896554
2025-10-07,138037.68218983294
2025-10-08,152079.63028794882
2025-10-09,150159.97156061145
2025-10-10,121613.93530039105
