date,open,high,low,close,volume
2018-01-02,20.8,21.473993,20.733333,21.368667,65283615
2018-01-03,21.4,21.683333,21.036667,21.15,67822905
2018-01-04,20.858,21.236667,20.378667,20.974667,149194560
2018-01-05,21.108,21.149333,20.8,21.105333,68867700
2018-01-08,21.066667,22.467993,21.033333,22.427333,147891530
2018-01-09,22.344,22.586667,21.827,22.246,107199465
2018-01-10,22.146667,22.466667,22.0,22.32,64648890
2018-01-11,22.349333,22.987327,22.217333,22.53,99682260
2018-01-12,22.575333,22.694,22.244667,22.414667,72375885
2018-01-16,22.502667,23.0,22.32,22.670667,97113765
2018-01-17,22.698,23.266667,22.65,23.144,106552575
2018-01-18,23.044667,23.486667,22.916,22.971333,85287675
2018-01-19,23.0,23.37266,22.84,23.334667,73324545
2018-01-22,23.293333,23.855333,23.28,23.437333,93155400
2018-01-23,24.0,24.033333,23.4,23.519333,81981210
2018-01-24,23.638667,23.65,22.901333,23.059333,79312170
2018-01-25,23.218,23.28,22.426667,22.509333,101104545
2018-01-26,22.766667,22.933333,22.380667,22.856667,68090340
2018-01-29,22.656667,23.39,22.552,23.302,71207235
2018-01-30,23.009333,23.218,22.811333,23.054667,70765500
2018-01-31,23.167333,23.746,23.012667,23.620667,93211035
2018-02-01,23.4,23.977333,23.242,23.283333,62965305
2018-02-02,23.229333,23.463333,22.700667,22.916667,55572540
2018-02-05,22.531333,22.964667,22.2,22.208667,66962205
2018-02-06,21.680667,22.414667,21.566667,22.264667,76326570
2018-02-07,22.599333,23.066667,22.377333,23.0,104538585
2018-02-08,22.887333,23.241333,20.973333,21.015333,154718600
2018-02-09,21.328667,21.398967,19.650667,20.694667,194005820
2018-02-12,21.075333,21.205333,20.416667,21.048667,93417330
2018-02-13,21.001333,21.612667,20.834033,21.577333,68403465
2018-02-14,21.389333,21.744667,21.234667,21.487333,59261145
2018-02-15,21.633333,22.274667,21.493333,22.271,88693755
2018-02-16,22.166667,22.874667,22.109333,22.366,84639555
2018-02-20,22.298,22.722667,22.1,22.318,60141525
2018-02-21,22.402,22.646193,22.211333,22.22,48294735
2018-02-22,22.368667,23.162667,22.316673,23.078,104547120
2018-02-23,23.188667,23.666,23.14,23.47,87260805
2018-02-26,23.566667,23.933333,23.490333,23.828,65099775
2018-02-27,23.75,23.999333,23.334,23.399333,71961285
2018-02-28,23.504667,23.682667,22.814667,22.870667,91044870
2018-03-01,23.000667,23.244667,22.004667,22.062,103284015
2018-03-02,21.798667,22.348,21.531333,22.341333,76392435
2018-03-05,22.159333,22.516667,21.95286,22.223333,57356535
2018-03-06,22.25,22.424667,21.802,21.88,64286160
2018-03-07,21.696,22.166667,21.449333,22.153333,75109455
2018-03-08,22.190667,22.22,21.7516,21.94,53493660
2018-03-09,21.606667,21.899333,21.491333,21.811333,82601460
2018-03-12,21.907333,23.147333,21.766667,23.034,123960525
