symbol,partition,cost_bps_per_side,total_return,cagr,sharpe,max_drawdown,calmar
QQQ,IS,10,1.5109125802712686,0.1662071915704586,0.7763345345049196,-0.3282258936886271,0.5063804982069202
QQQ,VALIDATION,10,0.5588422328083733,0.2494881145291965,1.177765772866396,-0.16296577757070874,1.530923352425615
QQQ,OOS_REUSED,10,0.5643567650086212,0.25093416992031314,1.1407971648076172,-0.2288330692157109,1.0965817605836004
TQQQ,IS,10,4.143183647416257,0.3145665546651888,0.749325792601995,-0.7531895598320861,0.4176459306410425
TQQQ,VALIDATION,10,1.3253147429137546,0.527109341538063,0.9937687035992733,-0.4775299163282609,1.1038247521558848
TQQQ,OOS_REUSED,10,1.3664943071167706,0.5387952971081065,0.9878446683096354,-0.5830206759124994,0.9241444075114922
SOXL,IS,10,3.3116363587067505,0.2764133238239703,0.7416438591582746,-0.8410741098647478,0.3286432438972828
SOXL,VALIDATION,10,1.3245484221573962,0.5268568228725989,0.9233204081009005,-0.6177285214568529,0.8528937948826746
SOXL,OOS_REUSED,10,3.026338986451714,1.0075313185641162,1.1849607762290102,-0.7978931881019573,1.2627395917000492
