entry_date,exit_date,return
2016-09-07,2016-09-12,-0.038547411630628026
2016-10-17,2016-10-20,0.0038856600813133024
2016-10-21,2016-12-07,-0.011825556688014327
2016-12-12,2016-12-13,0.0009380253440716135
2016-12-14,2016-12-15,-0.003983893270252281
2016-12-16,2016-12-21,0.00015824413245524305
2016-12-23,2016-12-27,0.002496010684186034
2016-12-28,2017-02-08,0.03954420899937272
2017-02-13,2017-02-21,0.015889025858053962
2017-02-22,2017-02-23,0.0008352356373568792
2017-04-25,2017-06-22,0.04515870698121849
2017-07-18,2017-07-19,0.008326892034920874
2017-07-20,2017-07-24,-0.003795648375707672
2017-07-27,2017-07-31,-0.012743238369882448
2017-08-04,2017-08-10,-0.004845294843711767
2017-08-23,2017-08-24,0.0017143776801138433
2017-08-28,2017-08-30,0.002837839607793935
2017-09-01,2017-09-05,-0.007588231679377833
2017-09-11,2017-09-12,0.0044566858944432575
2017-10-09,2017-10-11,-0.004158082726858914
2017-10-16,2017-10-19,-0.0068299744570455845
2017-10-23,2017-11-14,0.026866486336033057
2017-11-20,2017-11-24,0.009597688853500541
2017-11-27,2017-11-28,0.00011023207331573026
2017-12-14,2017-12-27,-0.0002735375614355551
2018-01-03,2018-01-04,0.01020652599053351
2018-01-08,2018-02-07,-0.0027992935880717384
2018-03-12,2018-03-13,0.0026566832693228903
2018-03-16,2018-03-20,-0.02900718736565
2018-04-04,2018-04-05,0.044012857545252304
2018-04-06,2018-04-12,0.01288908126935251
2018-04-16,2018-05-29,0.037614981641705736
2018-06-01,2018-06-14,0.031342731503595234
2018-06-18,2018-06-19,-0.00893608176160432
2018-07-25,2018-07-31,-0.027338122047421698
2018-08-01,2018-08-03,0.01498707388931253
2018-08-16,2018-08-23,-0.0012796301893620576
2018-08-24,2018-09-06,0.009720571322424654
2018-09-07,2018-09-10,0.007124974209103518
2018-09-11,2018-09-13,0.013055542993043456
2018-09-14,2018-09-20,-0.0057811620710369604
2018-09-24,2018-09-27,0.014283608013767157
2018-10-01,2018-10-29,-0.0963133237282412
2018-11-01,2018-11-12,-0.0005309561418512798
2018-11-27,2018-11-28,0.01414249406192769
2018-12-21,2018-12-26,-0.05396844945790946
2018-12-27,2019-01-03,0.012802526645943724
2019-01-22,2019-01-24,-0.010392782266162692
2019-01-25,2019-01-28,-0.011037046922703575
2019-01-29,2019-01-30,-0.0007749789730486789
2019-01-31,2019-02-11,0.012789437704798345
2019-02-14,2019-02-20,0.009715636895768043
2019-02-27,2019-03-01,0.006891134260107901
2019-03-04,2019-03-08,-0.03628050775085634
2019-03-12,2019-05-07,0.07023590318339035
2019-06-21,2019-08-08,-0.020780327433282175
2019-09-10,2019-09-11,0.002410485630231385
2019-09-12,2019-11-08,0.031301412222448644
2019-11-26,2019-11-27,0.0018601573091689971
2019-11-29,2019-12-04,-0.016954443791217133
2019-12-24,2019-12-26,-0.0007740631428518885
2019-12-27,2019-12-30,-0.006835866312115857
2020-01-03,2020-01-06,-0.005741108573899423
2020-01-15,2020-01-16,0.0028515414272782813
2020-01-17,2020-01-22,0.0030528182141282834
2020-01-23,2020-01-24,0.00647700317911637
2020-02-04,2020-02-18,0.03377459154628859
2020-04-07,2020-04-08,-0.02280923761321141
2020-04-09,2020-06-15,0.14640760985913515
2020-06-18,2020-06-24,0.017569074025528986
2020-07-09,2020-07-17,-0.011064878423674318
2020-07-22,2020-07-23,-0.0019980019980019303
2020-07-24,2020-07-29,0.015130361391300307
2020-08-05,2020-08-06,-0.0021085263672289134
2020-08-10,2020-08-11,-0.011766148139201626
2020-08-17,2020-09-04,0.040373291471703876
2020-10-07,2020-10-12,0.04346846972419405
2020-10-20,2020-10-21,-0.0016121569805845892
2020-10-23,2020-10-26,-0.010373915998111771
2020-11-04,2020-12-16,0.08284929275845032
2020-12-17,2020-12-21,-0.015395554285792312
2020-12-28,2021-01-05,-0.014654781451128529
2021-01-22,2021-01-25,0.009108279365729999
2021-02-05,2021-02-19,0.00595655819637364
2021-02-22,2021-02-23,-0.031036344972026342
2021-03-25,2021-03-31,0.017931780819149257
2021-04-19,2021-05-12,-0.06110585789469403
2021-06-10,2021-06-15,0.018601912969677947
2021-06-18,2021-06-22,-0.00048780187807762054
2021-06-29,2021-06-30,0.0016718150450800717
2021-07-01,2021-08-03,0.029599121842846188
2021-08-04,2021-08-05,0.001838698152300866
2021-09-03,2021-09-08,0.005133944835050919
2021-09-15,2021-09-21,-0.02364583531226805
2021-09-22,2021-09-29,-0.01809256962832051
2021-10-01,2021-10-04,-0.0022206936159026025
2021-10-18,2021-11-11,0.06576444404943604
2021-11-16,2021-12-21,-0.026855559322928713
2022-02-17,2022-02-18,-0.01990733868038208
2022-02-24,2022-02-25,0.06833541404433197
2022-03-10,2022-04-07,0.06262077941854649
2022-04-25,2022-05-06,-0.04139646331872282
2022-05-09,2022-05-10,0.0013891760778688145
2022-05-11,2022-05-12,-0.03874921538161025
2022-05-18,2022-05-19,-0.04254162516269766
2022-06-07,2022-06-14,-0.08789954034812864
2022-06-27,2022-06-28,-0.01211288711288716
2022-07-13,2022-07-14,0.006502386048713893
2022-07-20,2022-07-21,0.013937653580673892
2022-07-27,2022-07-28,0.023198970604216385
2022-08-02,2022-08-04,0.03005462316780516
2022-08-08,2022-08-25,-0.0201216113490158
2022-08-26,2022-09-02,-0.08024146286403255
