entry_date,exit_date,return
2016-09-13,2016-09-19,0.05355846149675192
2016-09-28,2016-10-04,0.0035943009979915175
2016-10-19,2016-10-25,0.04448334977441837
2017-01-04,2017-01-10,0.06455578095556191
2017-02-02,2017-02-08,0.01979082805198895
2017-03-09,2017-03-15,0.01756617804728422
2017-03-23,2017-03-29,0.024162864529537753
2017-04-07,2017-04-13,-0.030766768235605202
2017-04-18,2017-04-24,0.06599185935042762
2017-05-19,2017-05-25,0.054414445985327076
2017-06-14,2017-06-20,-0.007891373028690585
2017-06-29,2017-07-06,-0.06599377745737256
2017-08-02,2017-08-08,-0.006866864327632283
2017-08-14,2017-08-18,-0.04093337090785387
2017-08-23,2017-08-29,-0.02905892216927397
2017-09-12,2017-09-18,-0.0036355376691610264
2017-10-23,2017-10-27,0.0028885943448613283
2017-10-30,2017-11-03,0.02252875817644706
2017-11-17,2017-11-24,0.022311334271442274
2017-12-01,2017-12-07,-0.015730232628760166
2017-12-29,2018-01-05,0.07662151900948011
2018-02-07,2018-02-13,-0.07913358916631019
2018-03-05,2018-03-09,0.1055289008016036
2018-03-21,2018-03-27,-0.03873176078049856
2018-05-17,2018-05-23,-0.029099909731844065
2018-06-27,2018-07-03,0.006185129103809084
2018-07-24,2018-07-30,-0.0644195814138726
2018-08-01,2018-08-07,0.07929091954345746
2018-08-15,2018-08-21,-0.0004682858692798275
2018-09-11,2018-09-17,0.0412483402674928
2018-09-19,2018-09-25,0.017018594001329657
2019-01-31,2019-02-06,0.07772018186782859
2019-02-11,2019-02-15,0.05524552566285634
2019-02-25,2019-03-01,0.00011276194076259571
2019-03-12,2019-03-18,0.04995949918129883
2019-05-06,2019-05-10,-0.050392659442957566
2019-05-13,2019-05-17,0.04058671263364699
2019-06-27,2019-07-03,0.061441890155900625
2019-07-19,2019-07-25,0.007299242513819637
2019-09-24,2019-09-30,-0.06015662796926091
2019-10-22,2019-10-28,0.03560002350014413
2019-11-25,2019-12-02,0.0328097757723147
2019-12-05,2019-12-11,0.014675091080414093
2020-01-29,2020-02-04,0.0321018618164477
2020-05-05,2020-05-11,0.08258090029999665
2020-05-15,2020-05-21,0.17999827195518447
2020-06-15,2020-06-19,0.1935896988035264
2020-06-30,2020-07-07,0.195072836757892
2020-07-28,2020-08-03,0.09835922078311565
2020-08-13,2020-08-19,0.05652002904241482
2020-09-10,2020-09-16,-0.016545536396323945
2020-10-21,2020-10-27,-0.03658252883893165
2020-11-12,2020-11-18,0.0077166765272285165
2020-12-11,2020-12-17,0.09802099316954882
2021-01-06,2021-01-12,0.06978296369926018
2021-01-20,2021-01-26,0.07988904935491714
2021-01-29,2021-02-04,0.07308875819197591
2021-02-25,2021-03-03,-0.04635596445016377
2021-04-22,2021-04-28,0.004614335067730568
2021-05-07,2021-05-13,-0.13033588117198103
2021-06-07,2021-06-11,0.04615077324490491
2021-07-21,2021-07-27,0.08112277613387353
2021-08-13,2021-08-19,-0.06385093296098177
2021-08-20,2021-08-26,0.07096612633229094
2021-09-16,2021-09-22,-0.07529682419985295
2021-11-12,2021-11-18,0.058877561909328024
2021-11-26,2021-12-02,-0.08194348347077118
2021-12-03,2021-12-09,0.048837686704469974
2021-12-16,2021-12-22,-0.07030023481503844
2022-01-04,2022-01-10,-0.19645241783415202
2022-04-05,2022-04-11,-0.18233407370326138
2022-07-28,2022-08-03,0.09136134088966386
2022-08-11,2022-08-17,0.0028141289508230027
2022-08-25,2022-08-31,-0.1255487026171671
