entry_date,exit_date,return
2024-09-05,2024-09-09,-0.014848940942370992
2024-09-10,2024-10-30,0.09239050295735507
2024-11-07,2024-11-15,-0.01271610279788371
2024-12-17,2024-12-27,-0.021256143164642194
2025-01-21,2025-01-23,0.0066789482075970685
2025-01-24,2025-01-28,-0.035325989023000215
2025-05-05,2025-07-11,0.13948511423235388
2025-07-18,2025-08-21,0.00018185837982120923
2025-09-30,2025-10-02,0.01239426146009004
2025-10-03,2025-10-06,0.0011942393194996903
2025-10-14,2025-10-15,0.012587053856707442
2025-10-21,2025-11-14,-0.021725081111017452
2026-01-14,2026-01-22,-0.0018215980343657678
2026-01-23,2026-02-05,-0.033432591567612024
2026-02-11,2026-02-13,-0.027823213595837393
2026-04-02,2026-06-05,0.26940671710099906
2026-06-18,2026-06-24,-0.031550905296060194
2026-08-05,2026-08-13,-0.0035095721632605326
2026-08-14,2026-08-18,-0.019960094313951404
2026-08-20,2026-09-01,-0.008585120755955078
