entry_date,exit_date,return
2016-09-07,2016-09-12,-0.10821189242938212
2016-10-17,2016-10-20,0.012490560733117606
2016-10-24,2016-11-21,-0.04182229441297647
2016-11-22,2016-12-07,-0.0627941225501637
2016-12-12,2016-12-13,0.008629320484279779
2016-12-14,2016-12-15,-0.00852925360011103
2016-12-19,2016-12-21,0.018501032884021162
2016-12-23,2016-12-27,0.0106346881244761
2016-12-28,2017-02-08,0.12264199510001061
2017-02-13,2017-02-21,0.05236983852315302
2017-02-22,2017-02-23,0.005596569493376391
2017-04-25,2017-06-22,0.14092849982224664
2017-07-17,2017-07-19,0.02388792187066624
2017-07-20,2017-07-24,-0.0073145558210221395
2017-07-27,2017-07-31,-0.0344162389269822
2017-08-03,2017-08-10,-0.01921416285469313
2017-08-23,2017-08-24,0.010648994534600664
2017-08-28,2017-08-30,0.012059480603604511
2017-09-11,2017-09-12,0.01670298813917115
2017-10-09,2017-10-11,-0.00824071726420772
2017-10-16,2017-10-19,-0.01672983044263887
2017-10-23,2017-11-14,0.08156243196907376
2017-11-21,2017-11-24,0.023214922504886548
2017-12-13,2017-12-27,0.006999483509942506
2018-01-03,2018-01-04,0.03507866917582514
2018-01-05,2018-02-06,-0.10812140564990802
2018-03-12,2018-03-13,-0.0019980019980018193
2018-03-19,2018-03-20,-0.03931672506123618
2018-04-06,2018-04-12,0.03951094714011494
2018-04-13,2018-05-30,0.10571242997461194
2018-06-01,2018-06-14,0.09894729081174392
2018-07-25,2018-07-31,-0.07984877853245942
2018-08-01,2018-08-03,0.047741070889638415
2018-08-09,2018-08-10,-0.021869124970354648
2018-08-16,2018-08-23,-2.439176050594849e-05
2018-08-24,2018-09-06,0.030234322297792326
2018-09-07,2018-09-10,0.02441783607568171
2018-09-11,2018-09-13,0.042462182097509515
2018-09-14,2018-09-20,-0.015869088738605597
2018-09-24,2018-09-27,0.04633319251857504
2018-10-01,2018-10-29,-0.2844669875959337
2018-11-02,2018-11-12,-0.02882105367647514
2018-11-27,2018-11-28,0.04676140437338017
2018-12-21,2018-12-24,-0.12862039273003611
2018-12-27,2019-01-03,0.03780673453266603
2019-01-11,2019-01-14,-0.021599916547653586
2019-01-18,2019-01-28,-0.04015959107172318
2019-01-29,2019-01-30,0.0005438093565464097
2019-01-31,2019-02-11,0.04047481926958141
2019-02-14,2019-02-20,0.0338644922349054
2019-02-27,2019-03-01,0.02332994680523126
2019-03-04,2019-03-08,-0.10053585120351327
2019-03-12,2019-05-07,0.21758894314050692
2019-06-21,2019-08-08,-0.06615639307672483
2019-09-13,2019-11-08,0.09932131950321743
2019-11-25,2019-11-27,0.03334120538038965
2019-11-29,2019-12-04,-0.04691506789575661
2019-12-20,2019-12-23,0.007252436191785838
2019-12-24,2020-01-02,0.030049557562779716
2020-01-03,2020-01-06,-0.013659891002582136
2020-01-15,2020-01-16,0.011860261748664502
2020-01-21,2020-01-22,0.020173148069244196
2020-01-23,2020-01-24,0.02356628369410907
2020-02-04,2020-02-14,0.11756656303972934
2020-04-15,2020-06-12,0.4466195622727167
2020-06-18,2020-06-19,0.04127665614739162
2020-06-22,2020-06-24,0.05103178869379654
2020-07-09,2020-07-17,-0.030102207791137814
2020-07-20,2020-07-21,0.09346684345105061
2020-07-22,2020-07-23,-0.0008156403770053222
2020-07-24,2020-07-29,0.047467604628602666
2020-08-10,2020-08-11,-0.03109037723608199
2020-08-14,2020-09-04,0.12769727353362614
2020-10-07,2020-10-12,0.1377697817891561
2020-10-19,2020-10-21,-0.06233382502923812
2020-10-23,2020-10-27,-0.03879399601455191
2020-11-04,2020-12-16,0.25694232661542915
2020-12-18,2020-12-21,-0.04690691350714582
2020-12-23,2020-12-24,-0.014142277489512134
2020-12-28,2021-01-05,-0.04032273117282337
2021-01-22,2021-01-25,0.03129853269516558
2021-02-05,2021-02-19,0.0211495966930062
2021-03-25,2021-03-31,0.05717726841947557
2021-04-19,2021-05-12,-0.17532331139756085
2021-06-10,2021-06-15,0.0603830042905642
2021-06-18,2021-06-23,0.03526691332254028
2021-06-29,2021-08-03,0.09553629256798368
2021-08-04,2021-08-05,0.008861900253069432
2021-09-07,2021-09-08,-0.00028586057888757566
2021-09-15,2021-09-21,-0.06492137707781265
2021-09-22,2021-09-29,-0.05305995719508205
2021-10-18,2021-11-11,0.2098683439465565
2021-11-16,2021-12-21,-0.08783255341808016
2022-03-10,2022-04-07,0.18315465682509058
2022-04-25,2022-05-06,-0.14187970880362044
2022-05-09,2022-05-10,0.0029061798405247696
2022-05-11,2022-05-12,-0.11263550174203718
2022-05-18,2022-05-19,-0.12635166120400232
2022-06-07,2022-06-14,-0.24911627732822172
2022-06-27,2022-06-28,-0.03332862142219106
2022-06-29,2022-07-01,-0.049521917638692625
2022-07-13,2022-07-14,0.02437533764798805
2022-07-20,2022-08-04,0.24280146991558227
2022-08-08,2022-09-02,-0.252059136164985
