entry_signal_date,entry_date,entry_index,entry_reference_open,entry_price,quantity,entry_capital,exit_signal_date,exit_date,exit_reference_open,exit_price,net_return,pnl,holding_calendar_days,holding_sessions
2024-11-15,2024-11-18,53,26.7,26.7267,3741.57677528,100000,2024-11-19,2024-11-20,27.335,27.307665,0.0217372515125,2173.72515125,2,2
2024-12-19,2024-12-20,76,25.82,25.84582,3953.20114244,102173.725151,2024-12-23,2024-12-24,30.26,30.22974,0.169618143282,17330.5175524,4,2
2025-03-06,2025-03-07,126,19.5,19.5195,6122.30040235,119504.242704,2025-03-07,2025-03-10,19.34,19.32066,-0.0101867363406,-1217.358212,3,1
2025-04-03,2025-04-04,146,10.05,10.06005,11758.0811717,118286.884492,2025-04-09,2025-04-10,10.915,10.904085,0.0838996824071,9924.23204178,6,4
2025-05-22,2025-05-23,180,15.21,15.22521,8420.97524654,128211.116533,2025-05-27,2025-05-28,17.43,17.41257,0.143666983904,18419.7044153,5,2
2025-06-13,2025-06-16,195,20.83,20.85083,7032.37333711,146630.820949,2025-06-16,2025-06-17,21.61,21.58839,0.0353731721951,5186.79727852,1,1
2025-10-10,2025-10-13,277,38.23,38.26823,3967.19728681,151817.618227,2025-10-15,2025-10-16,41.45,41.40855,0.082060759016,12458.2689837,3,3
2025-12-12,2025-12-15,321,43.105,43.148105,3807.25612888,164275.887211,2025-12-19,2025-12-22,44.45,44.40555,0.0291425312885,4787.41518298,7,5
2026-03-26,2026-03-27,391,48.035,48.083035,3516.06969888,169063.302394,2026-03-31,2026-04-01,50.04,49.98996,0.0396589982309,6704.88121054,5,3
2026-06-05,2026-06-08,440,210.62,210.83062,833.693813567,175768.183604,2026-06-11,2026-06-12,222.22,221.99778,0.0529674484665,9309.99220711,4,4
2026-07-16,2026-07-17,467,124.73,124.85473,1482.3481322,185078.175812,2026-07-21,2026-07-22,147.095,146.947905,0.176951045427,32749.7766956,5,3
2026-07-29,2026-07-30,476,107.38,107.48738,2026.54444184,217827.952507,2026-07-30,2026-07-31,129.9,129.7701,0.207305452975,45156.9223651,1,1
