entry_signal_date,entry_date,entry_index,entry_reference_open,entry_price,quantity,entry_capital,exit_signal_date,exit_date,exit_reference_open,exit_price,net_return,pnl,holding_calendar_days,holding_sessions
2024-04-04,2024-04-05,1907,42.7,42.7427,37939.7329056,1621646.62167,2024-04-09,2024-04-10,43.11,43.06689,0.00758468697579,12299.6820107,5,3
2024-05-01,2024-05-02,1926,35.98,36.01598,45367.259302,1633946.30368,2024-05-03,2024-05-06,39.97,39.93003,0.108675371321,177569.721271,4,2
2024-06-24,2024-06-25,1962,54.23,54.28423,33370.9444704,1811516.02495,2024-07-02,2024-07-03,58.1,58.0419,0.0692221295209,125396.996908,8,6
2024-07-17,2024-07-18,1978,54.16,54.21416,35727.0687557,1936913.02185,2024-07-22,2024-07-23,50.5,50.4495,-0.069440529928,-134500.266662,5,3
2024-07-24,2024-07-25,1983,41.51,41.55151,43377.7919309,1802412.75519,2024-07-26,2024-07-29,43.365,43.321635,0.0426007382163,76784.1139416,4,2
2024-07-30,2024-07-31,1987,42.3,42.3423,44381.0768223,1879196.86913,2024-07-31,2024-08-01,42.05,42.00795,-0.00789635896019,-14838.8130355,1,1
2024-08-02,2024-08-05,1990,23.52,23.54352,79187.7364174,1864358.0561,2024-08-08,2024-08-09,30.71,30.67929,0.30308849314,565065.473895,4,4
2024-08-22,2024-08-23,2004,39.16,39.19916,61976.418117,2429423.52999,2024-08-30,2024-09-03,36.8,36.7632,-0.062143168374,-150972.075476,11,6
2024-09-03,2024-09-04,2011,29.07,29.09907,78299.8032074,2278451.45452,2024-09-10,2024-09-11,28.89,28.86111,-0.008177580933,-18632.2211712,7,5
2024-11-15,2024-11-18,2064,26.7,26.7267,84552.8715983,2259819.23335,2024-11-19,2024-11-20,27.335,27.307665,0.0217372515125,49122.2590481,2,2
2024-12-19,2024-12-20,2087,25.82,25.84582,89335.1997497,2308941.49239,2024-12-23,2024-12-24,30.26,30.22974,0.169618143282,391638.368887,4,2
2025-03-06,2025-03-07,2137,19.5,19.5195,138352.922016,2700579.86128,2025-03-07,2025-03-10,19.34,19.32066,-0.0101867363406,-27510.0950136,3,1
2025-04-03,2025-04-04,2157,10.05,10.06005,265711.379791,2673069.76627,2025-04-09,2025-04-10,10.915,10.904085,0.0838996824071,224269.704442,6,4
2025-05-22,2025-05-23,2191,15.21,15.22521,190298.818257,2897339.47071,2025-05-27,2025-05-28,17.43,17.41257,0.143666983904,416252.023102,5,2
2025-06-13,2025-06-16,2206,20.83,20.85083,158918.925233,3313591.49381,2025-06-16,2025-06-17,21.61,21.58839,0.0353731721951,117212.242495,1,1
2025-10-10,2025-10-13,2288,38.23,38.26823,89651.4873122,3430803.73631,2025-10-15,2025-10-16,41.45,41.40855,0.082060759016,281534.358636,3,3
2025-12-12,2025-12-15,2332,43.105,43.148105,86037.1062633,3712338.09494,2025-12-19,2025-12-22,44.45,44.40555,0.0291425312885,108186.929085,7,5
2026-03-26,2026-03-27,2402,48.035,48.083035,79456.8193133,3820525.02403,2026-03-31,2026-04-01,50.04,49.98996,0.0396589982309,151518.195169,5,3
2026-06-05,2026-06-08,2451,210.62,210.83062,18839.9731462,3972043.2192,2026-06-11,2026-06-12,222.22,221.99778,0.0529674484665,210388.994519,4,4
2026-07-16,2026-07-17,2478,124.73,124.85473,33498.3881966,4182432.21372,2026-07-21,2026-07-22,147.095,146.947905,0.176951045427,740085.752645,5,3
2026-07-29,2026-07-30,2487,107.38,107.48738,45796.2410691,4922517.96636,2026-07-30,2026-07-31,129.9,129.7701,0.207305452975,1020464.81679,1,1
