start,end,sessions,total_return,cagr,sharpe,sortino,annual_volatility,max_drawdown,calmar,trades,win_rate,profit_factor_return,profit_factor_dollar,avg_trade,median_trade,avg_holding_calendar_days,avg_holding_sessions,close_position_fraction,exposed_return_days,ending_equity,open_position_at_end,sum_cost_dollars,worst_day,period,mode,cost_bps_per_side,source
2016-09-06,2026-09-04,2514,40.7959269406,0.452862227095,1.02445551104,1.87511493257,0.465430905696,-0.464496175137,0.974953619286,97,0.711340206186,3.27995400437,4.41949169566,0.0444088228125,0.0365446849204,3.9175257732,2.69072164948,0.103818615752,0.142402545744,4179592.69406,False,401117.538182,-0.310686973068,FULL_CONTINUOUS,LOCAL_WARMUP,25,Tradier
2016-09-06,2026-09-04,2514,24.7334530393,0.384032906808,0.920360896205,1.66088639219,0.465218871694,-0.469824604541,0.817396328537,97,0.659793814433,2.87730847764,3.56547825101,0.0391997363011,0.0313748215309,3.9175257732,2.69072164948,0.103818615752,0.142402545744,2573345.30393,False,561570.156569,-0.312414574639,FULL_CONTINUOUS,LOCAL_WARMUP,50,Tradier
2016-09-06,2026-09-04,2514,38.3604112126,0.444159672527,0.877616502473,1.26846507962,1.02629105868,-0.905055487053,0.490754079591,0,,,,,,,,1,1,3936041.12126,True,99.9000999001,-0.385929740838,FULL_CONTINUOUS,BUY_HOLD,10,Tradier
2016-09-06,2026-09-04,2514,71.2979892599,0.534758188946,1.14058022703,2.12067627729,0.466639760723,-0.459114260955,1.16476057144,98,0.724489795918,3.77298880769,5.53646571166,0.0498008839954,0.0419318390575,3.88775510204,2.67346938776,0.104216388226,0.143198090692,7229798.92599,False,0,-0.308959371496,FULL_CONTINUOUS,LEGACY_EXTERNAL_WARMUP,0,Tradier
2016-09-06,2022-09-02,1510,12.6932433978,0.548130153735,1.18657864561,2.04757153028,0.453181421042,-0.459114260955,1.19388614197,60,0.733333333333,3.77085589593,3.93372335633,0.0537174417671,0.0492915425867,3.6,2.5,0.101986754967,0.141721854305,1369324.33978,True,0,-0.308959371496,IS,CONTINUOUS_ATTRIBUTION,0,Tradier
2022-09-06,2024-09-03,501,0.972257146918,0.406009423185,1.05808236241,1.95244451018,0.393209660817,-0.268188232746,1.51389723191,25,0.64,2.03936994314,2.05019490359,0.0242138745474,0.00964066608238,4.48,3.04,0.14371257485,0.193612774451,2700659.71558,False,0,-0.0902051877662,VALIDATION,CONTINUOUS_ATTRIBUTION,0,Tradier
2024-09-04,2026-09-04,503,1.67704919813,0.636720921921,1.11870108359,2.52493859153,0.564469912967,-0.23964945388,2.65688451032,13,0.846153846154,74.0768571871,105.974553034,0.0809302509111,0.0550754914063,4.07692307692,2.76923076923,0.0715705765408,0.0974155069583,7229798.92599,False,0,-0.145262333594,OOS_REUSED,CONTINUOUS_ATTRIBUTION,0,Tradier
2016-09-06,2022-09-02,1510,12.6932433978,0.548130153735,1.18657864561,2.04757153028,0.453181421042,-0.459114260955,1.19388614197,60,0.733333333333,3.77085589593,3.93372335633,0.0537174417671,0.0492915425867,3.6,2.5,0.101986754967,0.141721854305,1369324.33978,True,0,-0.308959371496,IS,STATE_RESET_ONLY_EXTERNAL_FEATURES,0,Tradier
2022-09-06,2024-09-03,501,1.00658440739,0.418234500429,1.0848000974,2.00969953656,0.390603081253,-0.258789112252,1.6161209287,24,0.666666666667,2.98507413252,2.94788802675,0.0329109580298,0.0111987880376,4.29166666667,2.91666666667,0.139720558882,0.187624750499,200658.440739,False,0,-0.0902051877662,VALIDATION,STATE_RESET_ONLY_EXTERNAL_FEATURES,0,Tradier
2024-09-04,2026-09-04,503,1.86320162581,0.692709463091,1.18878504781,2.83116514578,0.554711144697,-0.23964945388,2.89051133594,13,0.923076923077,137.6461427,179.055704125,0.0862460861225,0.0629139072848,3.69230769231,2.53846153846,0.065606361829,0.0914512922465,286320.162581,False,0,-0.145262333594,OOS_REUSED,STATE_RESET_ONLY_EXTERNAL_FEATURES,0,Tradier
