date,inside_study,tradier_open,yahoo_open,tradier_high,yahoo_high,tradier_low,yahoo_low,tradier_close,yahoo_close
2016-03-11,False,1.572,1.61800003052,1.572,1.66600000858,1.572,1.61399996281,1.6653333,1.66533303261
2016-03-15,False,1.646,1.62933301926,1.646,1.63666701317,1.646,1.59599995613,1.6366667,1.63666701317
2016-03-24,False,1.719333,1.68066704273,1.719333,1.71666705608,1.719333,1.65866696835,1.715333,1.71533298492
2016-04-05,False,1.785333,1.74199998379,1.785333,1.79333305359,1.785333,1.72666704655,1.753333,1.75333297253
2016-12-19,True,4,4,4.09,4.09000015259,3.946667,3.94666695595,3.86,4.04466676712
2023-06-05,True,21.75,21.75,21.44,21.75,20.66,20.6599998474,20.97,20.9699993134
2023-12-20,True,30.2,30.2000007629,30.62,30.6200008392,28.05,28.0499992371,28.03682,28.1000003815
